Question,A,B,C,D,Correct Answer,Feedback / Explanation
A provision in an offer to purchase which requires the completion of a certain act before the contract becomes binding is known as a:,restriction.,covenant.,mandamus.,contingency.,D. contingency.,"Sometimes a contingency clause is attached to an offer to purchase real estate and included in the real estate contract. Essentially, a contingency clause gives parties the right to back out of the contract under certain circumstances that must be negotiated between the buyer and seller. A common contingency clause might pledge to purchase the house ""contingent"" on obtaining financing."
"When planning a subdivision, a developer should determine the kinds of land uses to be involved and the amounts of land to be allocated to each use by considering:",which are the most profitable types of buildings to construct.,what he considers an ideal development.,the comprehensive plan of the local government.,the customs of the area and what other developers have already done.,C. the comprehensive plan of the local government.,"A subdivision is the act of dividing land into pieces that are easier to sell or otherwise develop, usually via a plat. The most effective way to determine land use and the amount of land to allocate is to consult the local government or municpality's comprehensive plan."
"A mobility impaired person was renting a unit in an apartment complex. Half the units had been assigned parking spaces near the door, while the other half had not. The owner:","must give a parking space near the door to the handicapped person, if one is available and a need is demonstrated.","must allow the handicapped person to live there for a month and if a space becomes available during that time, give the parking space to the handicapped person.",may charge extra money to the handicapped person for providing the parking space near the door.,must take a vote of all tenants to see if they want to allow the handicapped person a parking space.,"A. must give a parking space near the door to the handicapped person, if one is available and a need is demonstrated.","The ""equal access"" aspects of fair housing legislation do not necessarily mean equal treatment. ""Reasonable accommodation"" must also be made to meet the needs of handicapped people, including exceptions to standard policies such as convenient parking and guide dogs."
The balance sheet for a real estate office would show:,"the firm's assets, liabilities and net worth.",the balance the firm will retain after paying commissions or transactions currently in escrow.,net earnings for the firm for the year after taxes.,the balance that should be in the firm's business checking account after the monthly bank statement reconciliation.,"A. the firm's assets, liabilities and net worth.","The balance sheet for a real estate office would show the firm's assets, liabilities and net worth."
"A seller engages a broker to find a buyer ready, willing and able to purchase a seller's parcel of real property. The seller executes and delivers to the broker an exclusive right-to-sell employment contract. A few weeks prior to the expiration date of the listing, the seller decides to revoke the contract before any sale occurred and prior to the broker finding a buyer ready, willing and able to buy the property. Which of the following statements is most likely to apply in this situation?",The owner can revoke his contract but could be liable for damages,The owner can revoke his contract and will not be liable for damages to the broker,The owner could not revoke his contract because it is irrevocable,"The owner would have to sell the real property at the listed price if the broker found a buyer ready, willing and able to buy at this price",A. The owner can revoke his contract but could be liable for damages,"An owner can revoke an exclusive right-to-sell listing, but this could be considered ""breach of contract"" by a court. If the property is sold before the original contract would have ended, the owner can still be liable for damages."
Federal regulations on unsolicited email:,require commercial emails to include a physical address for the sender.,require prior permission of recipients in order to send email to them.,exempt phone calls to individuals with whom the office has a prior business relationship.,require that email lists be scrubbed every 31 days.,A. require commercial emails to include a physical address for the sender.,"The CAN-SPAM Act, a law that sets the rules for commercial email, establishes requirements for commercial messages- for example, they must include a physical address for the sender. It also gives recipients the right to have you stop emailing them and spells out tough penalties for violations.

The CAN-SPAM Act covers all commercial messages, which the law defines as “any electronic mail message the primary purpose of which is the commercial advertisement or promotion of a commercial product or service,” including email that promotes content on commercial websites. The law makes no exception for business-to-business email. That means all email - for example, a message to former customers announcing a new product line - must comply with the law."
The Fair Housing Act of 1968 prohibits discrimination based on:,familial status.,public assistance income.,race.,sexual orientation.,C. race.,"The Civil Rights Act of 1968 defines housing discrimination as the ""refusal to sell or rent a dwelling to any person because of his race, color, religion, or national origin"". Title VIII of this Act is commonly referred to as the Fair Housing Act of 1968. Gender, familial status, and disability were added to the list of identities protected by the Fair Housing Act through amendments in 1974 and 1988."
"Title VIII of the Civil Rights Act of 1968, also known as the Federal Fair Housing Act, prohibits discrimination in which of the following categories?","The sale of homes, home loan lending, and title insurance","Title insurance, home loan lending, and selling single family homes",The sale of homes and home loan lending,"Escrow closing and title insurance, and selling single family residences",C. The sale of homes and home loan lending,"The Civil Rights Act of 1968 defines housing discrimination as the ""refusal to sell or rent a dwelling to any person because of his race, color, religion, or national origin"". Title VIII of this Act is commonly referred to as the Fair Housing Act of 1968, and it specifically prohibited discrimination concerning the sale, rental and financing of housing based on race, religion, national origin. Gender, familial status, and disability were added to the list of identities protected by the Fair Housing Act through amendments in 1974 and 1988.

Whatever you do, remember the year 1968 when taking the real estate exam!"
"Title VIII of the Civil Rights Act of 1968, also known as the Federal Fair Housing Act, prohibit discrimination in which of the following?",The sales and lending of residential properties,The leasing of commercial and industrial properties,"The sales, leasing and lending of commercial and industrial properties","The sales, leasing and lending of residential properties","D. The sales, leasing and lending of residential properties","The Civil Rights Act of 1968 defines housing discrimination as the ""refusal to sell or rent a dwelling to any person because of his race, color, religion, or national origin"". Title VIII of this Act is commonly referred to as the Fair Housing Act of 1968.
NOTE - Gender, familial status, and disability were added to the list of identities protected by the Fair Housing Act through amendments in 1974 and 1988."
A broker is listing her neighbors’ home. The commission should be determined by which of the following?,Rates approved by the local Board of Realtors,Rates negotiated with her neighbor,The size of the broker’s firm,Rates approved by the Real Estate Commissioner,B,Transaction commissions on the sale of a home should be determined by negotiation between the seller and the listing broker.
Which situation violates the Federal Fair Housing Act of 1968?,The general policy of a loan company to grant home improvement loans to qualified individuals living in transitional neighborhoods,The intentional neglect of a broker to show a minority family any property listings in non-minority neighborhoods,The refusal of a property manager to rent an apartment to a Catholic couple who is not otherwise qualified,A widowed woman’s insistence on renting her spare bedroom only to another widowed woman,B,"The Fair Housing Act (Title VIII of the Civil Rights Act of 1968) introduced meaningful federal enforcement mechanisms to prohibit discrimination in the selling or renting of a dwelling to any person because of race, color, disability, religion, sex, familial status, or national origin. Using race as a qualifying factor when deciding what neighborhood to show a potential buyer is what violates the FFHA in this question."
"Under the Equal Credit Opportunity Act, lenders are prohibited from doing which of the following?",Refusing credit due to down payment requirements,Refusing credit due to the condition of the property,Refusing credit due to the gender of an applicant,Refusing credit due to the applicant's FICO score,C,"The Federal Trade Commission (FTC), the nation's consumer protection agency, enforces the Equal Credit Opportunity Act (ECOA), which prohibits credit discrimination on the basis of race, color, religion, national origin, sex, marital status, age, or because you get public assistance. Lenders are still allowed to refuse loans to any person for financial reasons that would disqualify anyone from getting that same loan."
When can a landlord evict a blind or otherwise disabled tenant from the premises?,If the tenant makes modifications to the unit at his own expense,If the tenant gets a service dog and the apartment policy does not allow pets,If the tenant has loud parties and makes too much noise,If the tenant insists on a handicapped parking place,C,"The law requires ""reasonable accommodation"" for disabled tenants. For example, a landlord must allow a guide dog for a blind person even if there's a ""no pets"" policy. This doesn't mean that all rules are suspended for that person, however, and noise, safety, and ""use of premises policies"" may still be enforced."
One general rule of the federal do-not-call regulations is that:,real estate offices are exempt from the laws because they are not telemarketers.,states must maintain separate do-not-call lists.,it is illegal to make an unsolicited phone call to a number listed on the national registry.,the national registry must be searched once a year.,C,The National Do Not Call Registry gives you a choice about whether to receive telemarketing calls. It is illegal to make an unsolicited phone call to any number listed on the national registry.
The National Do Not Call Registry provides that:,licensees may not contact previous customers who are on the registry.,consumers who have made an inquiry to a licensee may be contacted up to three months later.,licensees may never contact consumers without written authorization.,consumers with whom a licensee has had a business relationship can be contacted for up to 12 months after termination of that relationship.,B,"The National Do Not Call Registry is a database maintained by the United States federal government, listing the telephone numbers of individuals and families who have requested that telemarketers not contact them. Certain callers are required by federal law to respect this request, but it allows for licensees to contact potential customers for up to 3 months after the customer has made an inquiry with them.

NOTE - Consumers who have only made an inquiry- they may be contacted up to 3 months later. Customers who have had an established business relationship with a company can be contacted up to 18 months later."
Which of the following activities is a violation of the Federal Fair Housing Act?,Discrimination in the sale of a warehouse based on the prospective purchaser's gender.,A nonprofit church that denies access to its retirement home to any person because of race.,A nonprofit private club that gives preference in renting units to its members at lower rates.,The owner of a single-family residence who is selling his/her own home (without a broker) and gives preference to a buyer based on his/her sex.,B,"The private club is exempt because its preferential treatment is based on its membership; the homeowner is exempt, so as long as he is selling his home without a broker; the warehouse is exempt because it's not a housing unit. The church can not discriminate on the basis of race, as it is a protected class."
"Which of these phrases, when placed in a print advertisement, would comply with the requirements of the Truth in Lending Act?",“12% rate”,“12% annual interest”,“12% annual percentage rate”,“12% interest”,C,"The Truth in Lending Act (TILA) of 1968 is a United States federal law designed to promote the informed use of consumer credit, by requiring disclosures about its terms and cost to standardize the manner in which costs associated with borrowing are calculated and disclosed. It requires finance charges to be stated as an “annual percentage rate,” using that term."
An agreement that ends all future lessor-lessee obligations under a lease is called:,a novation.,an assumption.,a surrender.,a breach.,C,"The word ""surrender"" is appropriate, as the lessee is ""surrendering"" their rights to a leased property. In landlord-tenant law, a surrender occurs when a tenant agrees to return the leased premises to the landlord before the expiration of the lease and the landlord agrees to accept the return of the premises."
What is the time expectation in "Time is of the Essence"?,5 business days from the time of receipt,48 hours from time of receipt,24 hours from time of receipt,As soon as possible,D,"""Time is of the Essence"" is a phrase in a contract which usually says that performance of a specific act within a specified period is necessary for the contract to properly move forward. Failure to act within the time required constitutes a breach of contract. It is commonly said that the expectation is ""as soon as possible"", but it doesn't mean ""drop everything else to finish this""."
"Where no time period for acceptance by the offeree is stipulated in an offer, the offer:",will lapse in 24 hours time.,will lapse after a reasonable time.,will not lapse; it must be revoked by the offeror.,will lapse in 48 hours time.,B,"Where no time period for acceptance by the offeree is stipulated in an offer, the offer will lapse after a reasonable time. If there is any dispute regarding the offer, a court will decide what ""a reasonable time"" is."
"If an office building lease does NOT prohibit assignment or subletting, under what conditions may the tenant assign the space?",After hiring legal counsel to obtain full rights to the lease,At the tenant's discretion,Only with any rent increase being split with the owner,Only to an associated corporation,B,"You can sublet a space under any standard lease, unless the lease specifically prohibits sub-letting."
Which of the following best describes an earnest money agreement?,A legally enforceable contract binding both the buyer and seller to all known and unknown facts attached to the property,A legally enforceable contract binding the buyer and their heirs to the conditions of the contract,a legally enforceable contract requiring the seller's signature to be valid,a legally enforceable contract requiring the signatures of all parties to be valid,D,"While an earnest money deposit is not a contract, an earnest money AGREEMENT is a legally enforceable contract that requires the signature of all parties to be valid. Earnest money agreements are contracts written up during the exchange of the earnest money which often outline the conditions for refunding the deposit."
Which of the following individuals is not exempt from licensing law or requirements while engaging in property management activity?,An innkeeper arranging transient lodging at his inn.,A limited partner in a limited partnership who is acting under a separate written property management agreement to rent the limited partnership's real property,A hotel representative in the business of arranging transient lodging in a hotel or inn.,A railroad company arranging transient lodging at a hotel or inn in the course of its business.,B,"The arrangement of transient lodging is generally exempt from real estate licensing laws, though it can vary state-by-state. A limited partner operating under a written property management agreement would most likely require a real estate license (but could also vary state-by-state)."
A seller refuses to provide a seller's property disclosure to the buyer. What could the listing agent do in this situation?,Offer to provide a filled out disclosure to the best of their ability.,Provide the buyer with a disclaimer without the seller's signature.,Provide the buyer with a disclaimer signed by the supervising principal broker.,Provide the buyer with a disclaimer signed by the seller.,D,"A seller disclosure is a document completed by the seller that lists any known issues and ""material facts"" known about the property during the time they owned the home. In most states, the seller is required to provide this disclosure within a few days of mutual acceptance.

NOTE - There is only one action provided as an answer that could be taken by the listing agent, which is to get the seller to sign a disclaimer and deliver that to the buyer."
The basic goal of a professional real estate property manager is to:,maintain the property in as perfect condition as humanly possible.,generate the highest possible net return over the long run for the property owner.,obtain tenants who will stay for long periods of time.,keep administration costs to a minimum.,B. generate the highest possible net return over the long run for the property owner.,"The overall goal of a property manager is simple- generate the highest net return over the long run for the owner of the property. To accomplish this, the property manager will want to do things like find long-term tenants, maintain the property well, and keep administration costs to a minimum, but each of these is only one step toward the greater goal of generating more profits."
A second offer made on a property prior to the seller's decision on the first offer should be:,held pending a decision on the first offer.,submitted to the seller immediately.,returned to the offeror if it does not provide better terms than the first offer.,rejected by the broker.,B. submitted to the seller immediately.,"The agent/broker owes the seller fiduciary responsibilities of loyalty and reasonable care (among others). To fulfill these responsibilities, all reasonable offers must be submitted to the seller as soon as possible to allow the seller to make the best possible decision in the sale of the property."
"A broker wrote an offer for a buyer that contained a 10-day acceptance clause along with a $2000 deposit. On the fifth day, the buyer notified the broker he wanted to withdraw the offer and receive back his deposit check for $2000. Which of the following statements is true about this situation?","The buyer must wait until the seller acknowledges the offer, then the buyer can terminate the offer with a counteroffer",The buyer must wait until the 10 day acceptance clause has ended before revoking the offer,"The buyer must wait until the preliminary title report has been delivered, then terminate the offer and ask for the $2000 deposit to be returned","The buyer can revoke the offer immediately, provided the seller has not responded to the buyers offer","D. The buyer can revoke the offer immediately, provided the seller has not responded to the buyers offer","Regardless of the acceptance clause, a buyer can revoke an offer at any time before the seller has accepted and that acceptance has been communicated back to the buyer. Until that point, there is no contract."
The sale of a leased property affects the tenant in which of the following ways?,That tenant is protected only if the lease has been recorded in the recorder's office,The tenant must move or renegotiate his lease within 30 days,"The tenant is protected by the lease, so the new owner must honor the current terms and conditions of the lease",The tenant must be sure to obtain the return of his security deposit from the seller,"C. The tenant is protected by the lease, so the new owner must honor the current terms and conditions of the lease","Existing lease agreements are not terminated by the sale of a property, so the new owner must honor any current leases in effect."
"In a standard sales contract, several words were crossed out or inserted by the parties. To eliminate future controversy as to whether the changes were made before or after the contract was signed, the usual procedure is to:",redraw the entire contract.,have both parties initial or sign in the margin near each change.,write a letter to each party listing the changes.,have each party write a letter to the other approving the changes.,B. have both parties initial or sign in the margin near each change.,It is standard for both parties to initial any changes made to a contract before they sign it. This helps ensure there will be no controversy down the road regarding the changes.
