Question,A,B,C,D,Correct Answer,Feedback / Explanation
A short sale may occur when,several buyers are engaged in a bidding war on the same property.,a property owner needs to sell at a price that is less than the loan pay-off amount.,a property seller prefers not to pay for the full services of a broker.,a contract to sell or buy does not include a contingency period for inspections and repairs. ,b,A short sale occurs when a property owner owes more than resale value and loan pay-off for a property and agrees to let the lender sell the property in exchange for release from the lien. The lender may or may not agree to accept the deficient price as satisfaction and may require the seller to pay the deficiency by way of a deficiency judgment.
A homeowner borrows money from a lender and gives the lender a mortgage on the property as collateral for the loan. The homeowner retains title to the property. This is an example of,intermediation,forfeiture,hypothecation,subordination,c,The process of securing a loan by pledging a property without giving up ownership of the property is called hypothecation
Which of the following best expresses the mechanics of a mortgage loan transaction?,The borrower gives the lender a note and a mortgage in exchange for loan funds,The lender gives the borrower a mortgage and receives a note in exchange for loan funds,The borrower receives a note in exchange for a mortgage from the lender,"The lender gives the borrower a note, loan funds and a mortgage",a,"Mortgagor gives note & mortgage to mortgagee, mortgagee gives loan amount to mortgagor"
"In a deed of trust transaction, which of the following occurs?",The beneficiary conveys title to a trustee in exchange for loan funds,The trustee conveys title to a beneficiary in exchange for loan funds,The trustor conveys title to a trustee in exchange for loan funds from the beneficiary,The trustee conveys title to a trustor in exchange for loan funds from the beneficiary,c,"A deed of trust conveys title to the property in question from the borrower (trustor) to a trustee as security for the loan. The trustee is a third party fiduciary to the trust. While the loan is in place, the trustee holds the title on behalf of the lender, who is the beneficiary of the trust"
A lender lends money to a homeowner and takes legal title to the property as collateral during the payoff period. They are in a,title-theory state,lien-theory state,state allowing land trusts,state where hypothecation is illegal,a,States that regard the mortgage document as a conveyance of ownership from the mortgagor to the mortgagee are called title-theory states
A lender who charges a rate of interest in excess of legal limits is guilty of,redlining,usury,profit-taking,nothing; there are no legal limits to interest rates,b,"Many states have laws against usury, which is the charging of excessive interest rates on loans. Such states have a maximum rate that is either a flat rate or a variable rate tied to an index such as the prime lending rate"
"A lender is charging 3 points on a $500,000 loan. The borrower must therefore pay the lender an advance amount of","$1,500 ","$3,000 ","$15,000 ","$30,000 ",c,"A discount point is one percent of the loan amount. Thus, one point on a $500,000 loan equals $5,000. 3 points would be $15,000. The lender charges this as pre-paid interest at closing by funding only the face amount of the loan minus the discount points. The borrower, however, must repay the full loan amount, along with interest calculated on the full amount"
The difference between a balloon loan and an amortized loan is,an amortized loan is paid off over the loan period,a balloon loan always has a shorter loan term,an amortized loan requires interest-payments,a balloon loan must be retired in five years,a,"Amortized loans retire the principal balance over the loan period. If a loan does not do this, one must make a balloon payment at the end of the loan term to complete the loan payoff"
A distinctive feature of a promissory note is that,it is not assignable,it must be accompanied by a mortgage,it is a negotiable instrument,it may not be prepaid,c,"A promissory note is a negotiable instrument, which means the payee may assign it to a third party. The assignee would then have the right to receive the borrower's periodic payments"
"When the terms of the mortgage loan are satisfied, the mortgagee",may retain any overage in the escrow account,may inspect the property before returning legal title,may be entitled to charge the borrower a small fee to close the loan,may be required to execute a release of mortgage document,d,"Lenders may be required to release the mortgage or trust document to the borrower when the borrower has paid off the loan and all other sums secured by the document. The release clause, also known as a defeasance clause, may specify that the mortgagee will execute a satisfaction of mortgage (also known as release of mortgage and mortgage discharge) to the mortgagor"
"In addition to income, credit, and employment data, a mortgage lender requires additional documentation, usually including",an appraisal report,a criminal record report,a subordination agreement,a default recourse waiver,a,Loan underwriting is the process of assessing the lender's risk in giving a loan. Mortgage underwriting includes: evaluating the borrower's ability to repay the loan; appraising the value of the property offered as security; and determining the terms of the loan
The three overriding considerations of a lender's mortgage loan decision are,"points, interest rate, and loan term","the location of the mortgaged property, the borrower's cash, and the amount of the borrower's equity","the ability to re-pay, the value of the collateral, and the profitability of the loan","the amount of the loan, the borrower's income, and the down payment",c,"A lender assesses risks by examining, or qualifying, both borrower and property. In qualifying a borrower, an underwriter weighs the ability of the borrower to repay the loan. In qualifying a property, an underwriter assesses the ability of the property value to cover potential losses. In this evaluation, a lender requires that the appraised value of the property be more than adequate to cover the contemplated loan and costs. Finally, the loan must make money for the lending organization as a basic business precept"
"The loan-to-value ratio is an important underwriting criterion, for the primary reason that",borrowers with no equity will default and abandon the property,the lender wants to ensure the loan is fully collateralized,a borrower can only afford to borrow a portion of the entire purchase price,a fair amount of borrower equity demonstrates good faith,b,"In qualifying a property, an underwriter assesses the ability of the property value to cover potential losses. In this evaluation, a lender requires that the appraised value of the property be more than adequate to cover the contemplated loan and costs. To protect further against loss, a lender will usually lend only a portion of the property's value. The relationship of the loan amount to the property value, expressed as a percentage, is called the loan-to-value ratio, or LTV"
The Equal Credit Opportunity Act (ECOA) requires lenders to,extend equal credit to all prospective borrowers,consider the income of a spouse in evaluating a family's creditworthiness,discount the income of a person involved in child-rearing or child-bearing,specialize lending activity by geographical area for improved customer service,b,"The Equal Credit Opportunity Act (ECOA) requires a lender to evaluate a loan applicant on the basis of that applicant's own income and credit rating, unless the applicant requests the inclusion of another's income and credit rating in the application. In such a case, a lender may not discount or disregard income from part-time work, a spouse, child support, alimony, or separate maintenance"
The purpose of an income ratio in qualifying a borrower is to,safeguard against over-indebtedness,compare one's earnings to one's short-term debt,identify the highest possible interest rate that the borrower can afford,quantify the borrower's assets to the fullest extent,a,"Lenders want to be assured that the borrower has adequate means to make all necessary periodic payments on the loan in addition to other housing expenses and debts such as credit card payments and car payments. Most lenders use two ratios to estimate an applicant's ability to fulfill a loan obligation: an income ratio, or housing ratio, and a debt ratio, or housing plus debt ratio. The income ratio, or housing expense ratio, establishes borrowing capacity by limiting the percent of gross income a borrower may spend on housing costs"
A borrower's debt ratio is derived by,dividing one's total debt by one's debt payments,dividing one's gross income by one's assets,dividing one's gross income by one's debts,dividing one's debts by one's gross income,d,The debt ratio formula is:  (monthly housing expense + monthly debt obligations) ÷ monthly gross income = debt ratio
A lender's commitment to lend funds to a borrower in order to retire another outstanding loan is called a,conditional loan commitment,firm loan commitment,take-out loan commitment,lock-in loan commitment,c,"A take-out commitment offers to make a loan that will ""take out"" another lender's loan, i.e., pay it off and replace it. The take-out loan is most often used to retire a construction loan. The take-out lender agrees to pay off the short-term construction loan by issuing a long-term permanent loan"
At the closing of a mortgage loan,the borrower pays off the note and receives clear title,the lender issues a firm loan commitment,the parties complete all loan origination documents and the loan is funded,the borrower's loan application is complete and the file closed,c,"Closing of a mortgage loan normally occurs with the closing of the real estate transaction. At the real estate closing, the lender typically has deposited the funded amount with an escrow agent, along with instructions for disbursing the funds. The borrower deposits necessary funds with the escrow agent, executes final documents, and receives signed copies of all relevant documents"
Which laws or regulations require mortgage lenders to disclose financing costs and annual percentage rate to a borrower before funding a loan?,The Equal Credit Opportunity Act,Truth-in-Lending laws,The Real Estate Settlement Procedures Act,Federal Fair Housing Laws,b,"Truth-in-Lending Laws, implemented by the Federal Reserve's Regulation Z, regulate the disclosure of costs, the right to rescind the credit transaction, advertising credit offers, and penalties for non-compliance with the act"
"Which laws or regulations prevent mortgage lenders from discriminating in extending credit to potential borrowers based on race, color, religion, national origin, sex, marital status, age, and dependency on public assistance?",The Equal Credit Opportunity Act,Truth-in-Lending laws,The Real Estate Settlement Procedures Act,Federal Fair Housing Laws,a,"The Equal Credit Opportunity Act prohibits discrimination in extending credit based on race, color, religion, national origin, sex, marital status, age, or dependency upon public assistance"
Which laws or regulations require mortgage lenders to provide an estimate of closing costs to a borrower and forbid them to pay kickbacks for referrals?,the Equal Credit Opportunity Act,Truth-in-Lending laws,the Real Estate Settlement Procedures Act,Federal Fair Housing Laws,c,"RESPA is a federal law which aims to standardize settlement practices and ensure that buyers understand settlement costs. RESPA applies to purchases of residential real estate (one- to four-family homes) to be financed by ""federally related"" first mortgage loans. In addition to imposing settlement procedures, RESPA provisions prohibit lenders from paying kickbacks and unearned fees to parties who may have helped the lender obtain the borrower's business"
The Federal Reserve System regulates the money supply in which of the following ways?,"Selling securities, printing money, and controlling lending underwriting requirements","Buying securities, changing the discount rate, and controlling banking reserves","Printing money, changing interest rates, and selling T-bills","Controlling the prime rate, trading securities, and purchasing loans",b,"The Federal Reserve System regulates the money supply by means of three methods:  •selling or re-purchasing government securities, primarily Treasury bills  •changing the reserve requirement for member banks  •changing the interest rate, or discount rate, the system charges member institutions for borrowing funds from the Federal Reserve System central banks"
One of the primary purposes for the secondary mortgage market is to,cycle funds back to primary lenders so they can make more loans,issue second mortgages and sell them in the home equity market,lend funds to banks so they can make more loans,pay off defaulted loans made by primary mortgage lenders,a,"By purchasing loans from primary lenders, the secondary market returns funds to the primary lenders, thereby enabling the primary lender to originate more mortgage loans"
The major players in the secondary mortgage market are,"Fannie Mae, Freddie Mac, and Ginnie Mae","Fannie Mae, GMAC, and MGIC","Freddie Mac, FHA, and VA","Fannie Mae, Freddie Mac, and the Federal Reserve",a,"As major players in the secondary market, the Federal National Mortgage Association (FNMA, ""Fannie Mae""), Government National Mortgage Association (GNMA, ""Ginnie Mae), and Federal Home Loan Mortgage Corporation (FHLMC, ""Freddie Mac"") tend to set the standards for the primary market"
A principal role of FNMA is to,guarantee FHA-backed and VA-backed loans,insure FHA-backed and VA-backed loans,purchase FHA-backed and VA-backed loans,originate FHA-backed and VA-backed loans,c,"Federal National Mortgage Association, or Fannie Mae, buys conventional, FHA-backed and VA-backed loans"
The primary role of the Federal Housing Authority in the mortgage lending market is to,guarantee loans made by approved lenders,insure loans made by approved lenders,purchase loans made by approved lenders,originate loans made by approved lenders,b,"The Federal Housing Administration (FHA) does not lend money, but insures permanent long-term loans made by others. The lender must be approved by the FHA, and the borrower must meet certain FHA qualifications"
The principal role of the Veteran's Administration in the mortgage lending market is to ,guarantee loans made by approved lenders,insure loans made by approved lenders,purchase loans made by approved lenders,originate loans made by approved lenders,a,"The Veterans Administration (Department of Veterans Affairs) offers loan guarantees to qualified veterans. The VA, like the FHA, does not lend money except in certain areas where other financing is not generally available. Instead, the VA partially guarantees permanent long-term loans originated by VA-approved lenders on properties that meet VA standards"
A graduated payment loan is a mortgage loan where,loan funds are disbursed to the borrower on a graduated basis,the interest rate periodically increases in graduated phases,the loan payments gradually increase,the loan payments gradually increase and the loan term gradually decreases,c,"With a graduated payment mortgage, the payments at the beginning of the loan term are not sufficient to amortize the loan fully, and unpaid interest is added to the principal balance. Payments are later adjusted to a level that will fully amortize the loan's increased balance over the remaining loan term"
A buydown is a financing arrangement where,the lender lowers the interest rate on a loan in exchange for a prepayment of principal,the borrower pays additional interest at the onset in order to obtain a lower interest rate,the lender requires the borrower to buy down the price of the property by increasing the down payment,the borrower pays the lender additional funds to buy down the term of the loan,b,A buydown loan entails a prepayment of interest on a loan. The prepayment effectively lowers the interest rate and the periodic payments for the borrower
The key feature of an adjustable mortgage loan is that,the interest rate may vary,the monthly payment increases over the life of the loan,the principal balance does not amortize,the loan term can be shortened or lengthened,a,Adjustable rate mortgages (ARMs) allow the lender to change the interest rate at specified intervals and by a specified amount. Federal regulations place limits on incremental interest rate increases and on the total amount by which the rate may be increased over the loan term
One feature of a wraparound mortgage loan is that,the loan is a senior loan,the seller offering the buyer a wraparound can profit from a difference in interest rates,the underlying loan must be retired,the second mortgage borrower may make payments directly to the first mortgage lender,b,"In a wraparound loan arrangement, the seller receives a junior mortgage from the buyer, and uses the buyer's payments to make the payments on the original first mortgage"
A builder is required to secure a loan with mortgages on three properties. This is an example of,a participation mortgage loan,a blanket mortgage loan,a permanent mortgage loan,a bridge loan,b,"A blanket mortgage is secured by more than one property, such as multiple parcels of real estate in a development"
Which of the following is true of a loan with negative amortization?,The loan is an interest-only loan,Payments are not sufficient to retire the loan,"The loan balance is diminishing, or going negative",Additional interest is being added to the monthly payment,b,Negative amortization causes the loan balance to increase over the term. This occurs if the borrower's periodic payment is insufficient to cover the interest owed for the period. The lender adds the amount of unpaid interest to the borrower's loan balance
"Hopeful homeowner Henry has an eye on a house valued at $600,000. His lender’s LTV is 80%. How much cash will Henry need to put in for a downpayment?","$80,000 ","$120,000 ","$360,000 ","$480,000 ",b,"$600,000 times 20% (100% - the 80% for the loan) for the downpayment is $120,000."
"A bank is offering Henry a 30-year loan of $300,000 at a rate of 4.5%. The loan constant for this loan is 5.07. How much will Henry have to pay for monthly principal and interest?","1,251","1,521","1,957","5,917",b,"300 ($300,000 / 1,000) times the loan constant of 5.07 is $1,521 for PI each month."
"Mary is paying $1,800 per month in principal and interest on a 20-year loan at 4% interest but can’t remember how much she originally borrowed. The loan constant is 6.06. Can you help?","284,360","297,030","310,001","376,569",b,"$1,800 per month divided by the loan constant of 6.06 is 297.03.  Multiple 297.03 by 1,000 to get the loan value of $297,030."
A valid mortgage or trust deed is evidence of,collateral for the payment of monies due,assignment of the owner’s rights,transfer of title from owner to lender,borrower’s ability to repay the loan,a,A valid mortgage or trust deed financing arrangement requires a note as evidence of the debt
The mortgagor in a mortgage financing transaction is the,lender,borrower,representative of the title insurance company,previous owner of the subject property,b,A mortgage is a legal document stating the pledge of the borrower’s property as collateral security to the lender (the mortgagee).  The  borrower is the mortgagor.  (Remember both the words “lender” and “mortgagee” have two ‘e’s.)
A deed of trust conveys title to the property,from the borrower to a trustee,from the lender to a trustee,upon direction from the trustee,for a period of one year,a,"A deed of trust conveys title to the property in question from the borrower (trustor) to a trustee as security for the loan. The trustee is a third party fiduciary to the trust. While the loan is in place, the trustee holds the title on behalf of the lender, who is the beneficiary of the trust"
The principal amount of the loan is,the amount of money borrowed on which interest payments are calculated,the purchase price less the amount of the appraised value,the purchase price minus the down payment,the sum of the total amount borrowed plus the down payment,a,"The capital amount borrowed, on which interest payments are calculated, is the original loan principal"
A discount point is,an amount deducted from loan origination fees as a thank-you for selecting that lender,an amount above which a discount is given to a qualified borrower,1% of the loan amount,3.5% of the loan amount,c,"A discount point is one percent of the loan amount. Thus, one point on a $100,000 loan equals $1,000. The lender charges this as pre-paid interest at closing by funding only the face amount of the loan minus the discount points"
"If a loan amount is $200,000 and the borrower is paying 2 points, the cost of those points is","$4,000 ","$2,000 ","$3,000 ","$1,000 ",a,"200,000 X 2% = $4,000"
A promissory note sets forth the,"loan amount, term of loan, and interest rate","loan amount, term of loan, interest rate and method of repayment","loan amount, term of loan, interest rate, method and timing for repayment","loan amount, term of loan, interest rate, method and timing for repayment, and borrower’s promise to repay",d,"A borrower who executes a promissory note is the maker or payer of the note. The lender is the payee. To be properly executed, all parties who have an interest in the property should sign the note. The note sets forth: the loan amount, the term of the loan, the method and timing of repayment, the interest rate to be paid, the borrower's promise to pay"
"When applying for a loan, a borrower will need to provide documentation that might include which of the following?",A credit report and verification of income,The names of family members,The employment history for the past ten years,The home addresses for the past 12 years,a,The process of initiating a mortgage loan begins when a borrower completes a loan application and submits it to a lender for evaluation by the lender's underwriters. The lender will require supporting documents as part of the application process which will include a credit report and verification of income
The financial components of a mortgage loan include,"principal, interest, taxes, and assessment","principal, interest & interest rate, points, term, and payments","term, amount of loan, and PMI",principal and interest,b,"The financial components of a mortgage loan include the principal, interest and interest rate, term and payments"
Private mortgage insurance (PMI) may be required by the lender on loans that have a down payment of,less than 20%.,more than 20%.,more than 30%.,more than 80%.,a,"A lender may seek further protection against risk by requiring the borrower to obtain private mortgage insurance. This is frequently the case with loans requiring a relatively small down payment, leading to a high loan-to-value ratio"
The process of securing a loan by pledging a property without giving up ownership of the property is called,good faith,hypothecation,preliminary loan,collateral,b,The process of securing a loan by pledging a property without giving up ownership of the property is called hypothecation
A state in which the laws consider the mortgage to be a lien against the property and where the lender receives equitable title rather than legal title to the property is known as,a title theory state,a lien theory state,a mortgage theory state,an equitable theory state,b,A state whose laws give a lender on a mortgaged property equitable title rather than legal title. The mortgagor in a lien theory state retains legal title
A state in which the laws give the legal title of a mortgaged property to the lender until the borrower satisfies the terms and obligations of the loan is known as,a lien theory state,an equitable theory state,a title theory state,a mortgage theory state,c,A state whose laws give legal title of a mortgaged property to the mortgagee until the mortgagor satisfies the terms and obligations of the loan
A borrower who executes a mortgage is known as the,mortgagee,payee,mortgagor,payer,c,A mortgage is a legal document stating the pledge of the borrower (the mortgagor) to the lender (the mortgagee).
A borrower who executes a promissory note is known as the,maker,payee,signer,assignee,a,A borrower who executes a promissory note is the maker or payer of the note. The lender is the payee
"In states where a trust deed is used instead of a mortgage, the borrower is referred to as the",trustee,trustor,payee,owner,b,"In the case of a deed of trust, the lender as beneficiary requests the trustee to execute a release deed or deed of reconveyance to the borrower as trustor"
"If a borrower pays more than the scheduled payment amount on a loan, the excess amount paid is",added to the escrow account for payment of taxes,credited to the principal balance of the loan,added to the amount of the loan principal,returned to the borrower within five business days,b,"If a borrower pays more than the scheduled payment amount, the excess amount paid is credited to the principal balance of the loan"
If the actual title to the property is not given to the borrower until the loan is paid in full,the property is located in a lien theory state,the property is located in a title theory state,the borrower has not made all payments as agreed,the mortgage was not recorded as it should have been,b,States differ in their interpretation of who owns mortgaged property. Those that regard the mortgage as a lien held by the mortgagee (lender) against the property owned by the mortgagor (borrower) are called lien-theory states. Those that regard the mortgage document as a conveyance of ownership from the mortgagor to the mortgagee are called title-theory states
Periodic payments of real estate taxes and insurance for the property are sometimes required by the lender to be held in a special account to ensure payment.  Such an account is referred to as ,a special account,a reserve account,an escrow account,a tax insurance account,c,The lender often requires the buyer to establish an escrow account to cover the real estate taxes and hazard insurance
Which of the following is information that a lender will seek from borrowers to determine their ability to repay the loan?,Current income or assets,Proof of citizenship,Background check,Letter of recommendation,a,"The lender must rely on eight types of information to determine that the borrower has the ability to repay the loan: current income or assets (excluding the value of the mortgaged property), current employment status, credit history, monthly payment for the mortgage, monthly payments being made on other loans on the same property, monthly payments for other mortgage-related expenses, other debts, monthly debt payments compared to monthly income (debt-to-income ratio)"
A Qualified Mortgage is one that meets the “ability to repay” requirements.  It has certain required features and is not allowed to have others.  Which of the following features is allowed when issuing such a mortgage?,Negative amortization,The absence of a cap on upfront points and fees,Loan term of 35 years,Monthly debt ratio of 43% or less,d,"Issuing a Qualified Mortgage gives the lender certain legal protections in case the borrower fails to repay the loan. The following are generally not allowed: an “interest-only” period--when interest, but not principal, is being repaid, negative amortization–when principal increases over time, balloon payment–larger than normal payment at the end of the loan term, loan term longer than 30 years, excessive upfront fees and points.  The following are generally required: monthly debt no more than 43 % of monthly pre-tax income, limits on points "
A borrower’s net worth is sometimes important to the lender since it indicates,the extent to which assets exceed liabilities,the borrower’s initiative to repay the loan,a likely high credit score,the creditworthiness of the borrower,a,"An applicant's net worth shows a lender the depth of the applicant's cash reserves, the value and liquidity of assets, and the extent to which assets exceed liabilities. These facts are important to a lender as an indication of the applicant's ability to sustain debt payment in the event of loss of employment"
"Before issuing a loan commitment, the lender must qualify the potential borrower by requesting certain documentation and submitting it to the appropriate parties for review.  These parties are known as the",mortgage brokers,qualifiers,underwriters,loan review professionals,c,"When a lender's underwriters have qualified an applicant and the lender has decided to offer the loan, the lender gives the applicant a written notice of the agreement to lend under specific terms"
"Once the loan has been approved, the borrower will receive notice by way of a written promise called the loan",restriction,variance,commitment,lock-down,c,"The lender gives the applicant a written notice of the agreement to lend under specific terms. This written promise is the loan commitment. The commitment may take a number of common forms, including a firm commitment, a lock-in commitment, a conditional commitment, and a take-out commitment"
Which of the following takes place prior to closing?,The lender deposits the funded amount with the closing or escrow agent,The lender authorizes the real estate broker to close the transaction,The borrower pre-pays all real estate taxes up to and including the time of closing,The real estate broker transfers the title to the mortgaged property to the buyer,a,"At or before the real estate closing, the lender deposits the borrower’s loan proceeds with an escrow agent, along with instructions for disbursing the funds"
"Under the terms of Regulation Z, which of the following statements is true?",The lender must disclose all finance charges as well as the APR in advance of closing,Willful violation of Regulation Z may be punishable by imprisonment of up to ten years,Financial cost disclosures do not need to be presented in writing,The borrower has a right to cancel within seven days of the completion of the transaction,a,"Under Regulation Z, a lender must disclose all finance charges as well as the true annualized percentage rate (APR) in advance of closing. A lender does not have to show the total interest payable over the loan term or include in finance charges such settlement costs as fees for appraisal, title, credit report, survey, or legal work. Disclosure must be distinctly presented in writing"
"The Equal Credit Opportunity Act (ECOA), in addition to nondiscrimination requirements, requires the lender to ",report any such rejection to the credit reporting agency within 30 days,avoid speaking directly with the applicant after the denial has been sent,refund all fees paid by the borrower for the costs of the credit reporting within 10 days,inform a rejected applicant in writing of reasons for denial within 30 days,d,A lender must inform a rejected applicant in writing of reasons for denial within 30 days. A creditor who fails to comply is liable for punitive and actual damages
The Real Estate Settlement Procedures Act (RESPA) is a federal law that is designed to,account for monies disbursed at the closing of the transaction,give direction to the closing agent regarding the disbursement of funds,standardize settlement practices and ensure that borrowers understand settlement costs,give direction to the borrowers regarding the funds needed to close,c,The Real Estate Settlement Procedures Act (RESPA) is a federal law that aims to standardize settlement practices and ensure that buyers understand settlement costs. RESPA applies to purchases of residential real estate (one- to four-family homes) to be financed by "federally related" first mortgage loans
The Consumer Financial Protection Bureau (CFPB) requires lenders to use which of the following two forms?,Lender Disclosure of Settlement Costs and Borrower’s Receipt of Documents,Lender Financial Statement and Borrower’s Consent to Closing,Estimate of Loan Proceeds and Disclosure of Closing Charges,Loan Estimate and Closing Disclosure,d,"The Consumer Financial Protection Bureau (CFPB) requires lenders to use two specific forms to disclose settlement costs to the buyer. A lender must provide a Loan Estimate (H-24) within three days of receiving the loan application and allow the buyer to see the Closing Disclosure (H-25) three days before loan consummation. A lender must also provide a buyer with a copy of the information booklet, “Your Home Loan Toolkit,” concerning mortgage loan, closing costs and closing procedures"
The primary mortgage market consists of lenders who originate mortgage loans directly to  ,borrowers,savings and loans,loan originators,pension funds,a,"The primary mortgage market consists of lenders who originate mortgage loans directly to borrowers. Primary mortgage market lenders include: savings and loans, commercial banks, mutual savings banks, life insurance companies, mortgage bankers, credit unions"
Which of the following would NOT be a part of the secondary mortgage market?,Fannie Mae,Ginnie Mae,Credit unions,Freddie Mac,c,"Secondary mortgage market organizations include: Federal National Mortgage Association (FNMA, or Fannie Mae), Federal Home Loan Mortgage Corporation (FHLMC, or Freddie Mac), Government National Mortgage Association (GNMA, or Ginnie Mae), investment firms that assemble loans into packages and sell securities based on the pooled mortgages, life insurance companies, pension funds, primary market institutions who also invest as secondary lenders "
Which of the following statements describes a unique characteristic of portfolio lenders?,They originate loans to retain in their loan portfolios,They are not required to follow regulations of the primary and secondary mortgage markets,They may legally discriminate regarding who they will accept as borrowers,They have no disclosure requirements,a,"A primary mortgage market lender may or may not sell its loans into the secondary market. Many lenders originate loans for the purpose of retaining the investments in their own loan portfolio. These loans are referred to as portfolio loans, and lenders originating loans for their own portfolio are called portfolio lenders"
Which of the following organizations is part of the secondary mortgage market?,Federal Fair Housing Administration,Federal National Mortgage Association,Federal Housing Administration ,Veterans Administration,b,"Secondary mortgage market organizations include: Federal National Mortgage Association (FNMA, or Fannie Mae), Federal Home Loan Mortgage Corporation (FHLMC, or Freddie Mac), Government National Mortgage Association (GNMA, or Ginnie Mae), investment firms that assemble loans into packages and sell securities based on the pooled mortgages, life insurance companies, pension funds, primary market institutions who also invest as secondary lenders "
Which of the following statements is true when describing a Federal Housing Administration (FHA) mortgage?,There are no specific regulations regarding appraisals,"If borrower defaults, FHA reimburses the lender for losses due to default by the borrower",100% financing is available to borrowers,There is no maximum length of the repayment period,b,"The Federal Housing Administration (FHA) does not lend money but insures permanent long-term loans made by others. The FHA ensures that the lender will not suffer significant loss in the case of borrower default. To provide this security, FHA provides insurance and charges the borrower an insurance premium"
Which of the following is a requirement for eligibility for a VA loan?,A veteran must apply for a Certificate of Eligibility,The borrower must be on active duty,A down payment of 5% is required,"The maximum loan amount is $150,000",a,A veteran must apply for a Certificate of Eligibility to find out how much the VA will guarantee in a particular situation
A loan with the same interest rate over a specified term with no rate increase is known as ,a specific interest loan,a  short term interest loan,an adjustable rate loan,a fixed rate loan,d,A loan with the same interest rate over a specified term with no rate increase is known as a fixed rate loan
A junior loan is defined as a loan that,has a loan amount less than the senior loan,is adjustable on an annual basis,is subordinate to a senior or first mortgage loan,was initiated subsequent to the primary mortgage,c,"When there are multiple loans on a single property, there is an order of priority in the liens which the mortgages create. The first, or senior, loan generally has priority over any subsequent loans. Second loans are riskier than first loans because the senior lender will be satisfied first in case of default"
A negative amortization loan,results in the borrower owing less at the end of the loan term than with a conventional loan.,gives the borrower no flexibility in repaying the loan,results in the borrower potentially owing more at the end of the loan term,requires that the lender lessen the amount of the amortization on an annual basis,c,Negative amortization is a situation in which the loan balance of an amortizing loan increases because periodic payments are insufficient to pay all interest owed for the period. Unpaid interest is added to the principal balance
Seller financing involves the seller providing some or all of the financing for the buyer’s purchase.  One of the most common types of seller financing is called the,purchase money mortgage,home equity loan,package loan,bridge loan,a,"The seller may provide some or all of the financing for the buyer's purchase. Some of the most common methods of seller financing are purchase money mortgages, including the wraparound, and the contract for deed"
Which of the following is known as a special purpose loan?,Home equity loan,Contract for deed,VA loan,FHA loan,a,"The following are special-purpose loans: home equity, package, construction, bridge, equity participation, take-out, reverse annuity, and blanket"
"If the real estate taxes are $5,800 per year and the insurance is $200 per year, what is the amount that will be escrowed each month?",$500.00 ,$683.00 ,$750.00 ,"$1,000.00 ",a,$5800+$200=$6000 divided by 12= $500
"First-time homebuyers want to purchase a home for $200,000.  They have $20,000 for a down payment. What is the principal amount of the loan?","$200,000 ","$195,000 ","$198,200 ","$180,000 ",d,"$200,000-$20,000=$180,000"
"First-time homebuyers want to purchase a home for $200,000.  They have $20,000 for a down payment. What is the percentage of loan to value (LTV)?",90%,95%,97%,97.50%,a,"$180,000 divided by $200,000=.9 which is 90%"
"First-time homebuyers want to purchase a home for $200,000.  They have $20,000 for a down payment. Will private mortgage insurance (PMI) be required for this transaction? ","Yes, because the down payment is less than 20%","No, if the borrower’s credit score has been determined to be adequate","No, because the borrower’s homeowner’s insurance would cover any loss","Yes, if the borrower’s credit score was determined to be under 700",a,Private mortgage insurance (PMI) protects the lender against loss of a portion of the loan (typically 20-25%) in case of borrower default. Private mortgage insurance generally applies to loans that are not backed by the Federal Housing Administration (FHA) or Veterans Administration (VA) and that have a down payment of less than 20% of the property value
"In a ____________ mortgage, a homeowner pledges the equity in the home as security for a loan which is paid out in regular monthly amounts over the term of the loan",take-out,bridge,blanket,reverse annuity,d,"In a reverse annuity mortgage, a homeowner pledges the equity in the home as security for a loan which is paid out in regular monthly amounts over the term of the loan. The homeowner, in effect, is able to convert the equity to cash without losing ownership and possession"
"In a ____________ loan arrangement, the seller receives a junior mortgage from the buyer and uses the buyer's payments to make the payments on the original first mortgage",senior,contract for deed,wraparound,reverse annuity,c,"In a wraparound loan arrangement, the seller receives a junior mortgage from the buyer and uses the buyer's payments to make the payments on the original first mortgage"
The mortgage loan documents stipulate that which of the following conditions must be met during the term of the loan?,The borrower must keep the property insured as required by the lender,The borrower must maintain the property’s landscaping,The borrower must maintain the property in excellent operating condition,The borrower must seek the lender’s approval if there is a desire to sell the property,a,"The borrower must keep the property insured as the lender requires. Insurance proceeds, in case of a claim, are applied first to restoring the property, or, if that is not feasible, to payment of the debt"
The minimum down payment required to obtain an FHA loan is,4.50%,3.75%,4%,3.50%,d,The minimum down payment for an FHA-backed loan is based on the lower of the appraised value or the sales price. The present requirement for single-family residential loans is 3.5%
"The minimum down payment required on a VA loan, if the borrower qualifies, is",1% of the loan amount,"$5,000 ","$1,000 ",No down payment,d,"The VA usually requires no down payment, although the lender may require one"
A Certificate of Eligibility is required to qualify for,a VA loan,an FHA loan,a home equity loan,a reverse mortgage,a,A veteran must apply for a Certificate of Eligibility to find out how much the VA will guarantee in a particular situation
The clause in the mortgage that could allow the lender to require the borrower to repay the loan before the scheduled date is called,acceleration,early payment,demand,discharge,a,The acceleration clause grants the lender the right to call all sums immediately due and payable on a loan should the borrower violate certain provisions of the loan agreement
