Question,A,B,C,D,Correct Answer,Feedback / Explanation
The aggrieved parties in a breached contract elect rescission as their legal remedy. In this situation the contract is,"canceled, and the breaching party must pay for caused damages","canceled, and parties are returned to pre-contract conditions","canceled, and the breaching party retains the earnest money","canceled, and the aggrieved party files a suit for performance",b,"This cancels the contract and returns the parties to their pre-contract condition, including refunding any monies exchanged"
"Three days before the closing, the seller decided not to sell the property. In this situation, the buyer may",submit a claim for novation,enact the forfeiture clause,file a suit for specific performance,file for liquidated damages,c,A suit for specific performance is an attempt to force the defaulting party to comply with the terms of the contract. The most common example is in a defaulted sale or lease contract whereby the buyer or seller wants the court to compel the defaulting party to go through with the transaction
Which of the following is an example of revocation?,The sales contract is canceled by the mutual consent of the parties,The parties fail to perform contractual obligations,A new contract is created to replace a canceled contract,A seller cancels the listing agreement without the broker’s consent,d,"Revocation is cancellation of the contract by one party without the consent of the other. For example, a seller may revoke a listing to take the property off the market"
A breach of contract is a failure to perform according to the terms of the agreement. This is called ,rescission,forfeiture,void,default,d,"A breach of contract is a failure to perform according to the terms of the agreement. Also called default, a breach of contract gives the damaged party the right to take legal action"
"When a contract states the total amount due to a damaged party in the event of a breach, the compensation is known as",liquidated damages,unliquidated damages,specific performance,forfeiture,a,"When a contract states the total amount due to a damaged party in the event of a breach, the compensation is known as liquidated damages. If the contract does not specify the amount, the damaged party may sue in court for unliquidated damages"
A suit for _________________ is an attempt to force the defaulting party to comply with the terms of the contract,specific performance,liquidated damages,unliquidated damages,default,a,A suit for specific performance is an attempt to force the defaulting party to comply with the terms of the contract. Specific performance suits occur when it is difficult to identify damages because of the unique circumstances of the real property in question
"A forfeiture requires the breaching party to give up something, according to the terms of the contract. For example,",The broker may have to return the commission earned if the sales transaction fails to close,A buyer who defaults on a sales contract may have to forfeit the earnest money deposit,The seller may have to pay discount points on behalf of the buyer’s loan approval,The sales contract was canceled by mutual agreement of the parties,b,"A forfeiture requires the breaching party to give up something, according to the terms of the contract. For example, a buyer who defaults on a sales contract may have to forfeit the earnest money deposit"
Which of the following conditions terminates a contract?,Breach,Forfeiture,Performance,Unilateral agreement,c,"Performance terminates a contract. A contract terminates when fully performed by the parties. It may also terminate for: partial performance, if the parties agree, sufficient performance, if a court determines a party has sufficiently performed the contract, even though not to the full extent of every provision"
"If the parties wish to create a new contract to replace a canceled contract, they must comply with the validity requirements for the new contract. Such substitution is called ",novation,performance,default,executory,a,"Parties to a contract can agree to terminate, or renounce, the contract. If the parties wish to create a new contract to replace the canceled contract, they must comply with the validity requirements for the new contract. Such substitution is called novation"
"If a seller changes the expiration date of a buyer's offer by one day, signs the offer and returns it to the buyer, which of the following statements is true? ",The single amendment extinguishes the buyer's offer,A single amendment by the seller does not influence the status of the offer,The buyer is legally bound to the agreement,The counteroffer creates a voidable contract,a,"By changing any of the terms of an offer, the offeree creates a counteroffer, and the original offer is void. At this point, the offeree becomes the offeror, and the new offeree gains the right of acceptance. If accepted, the counteroffer becomes a valid contract provided all other requirements are met"
Any of the following actions or circumstances can terminate an offer EXCEPT,death of either party,insanity of either party,rejection,competent parties,d,"Any of the following actions or circumstances can terminate an offer: acceptance: the offeree accepts the offer, converting it to a contract, rejection: the offeree rejects the offer, revocation: the offeror withdraws the offer before acceptance, lapse of time: the offer expires, counteroffer: the offeree changes the offer, death or insanity of either party"
Which of the following statements is true regarding the assignment of a contract?,Listing agreements are assignable since they are personal service agreements,Listing agreements are not assignable since they are personal service agreements,Sales contracts are not assignable because they involve the purchase of real property,Sales contracts are assignable because they involve a personal service,b,"A real estate contract that is not a personal contract for services can be assigned to another party unless the terms of the agreement specifically prohibit assignment. Listing agreements, for example, are not assignable, since they are personal service agreements between agent and principal.  Sales contracts, however, are assignable, because they involve the purchase of real property rather than a personal service"
Electronic contracting is made possible by which of the following federal laws?,RESPA and E-Sign,FHA and VA,UETA and E-Sign,SEC and FINRA ,c,"Electronic contracting is made possible by the Uniform Electronic Transactions Act (UETA) and the Electronic Signatures in Global and National Commerce Act (E-Sign), which are federal laws. UETA, which has been accepted in most states, provides that electronic records and signatures are legal and must be accepted. E-Sign makes contracts, records, and signatures legally enforceable, regardless of medium, even where UETA is not accepted"
Which of the following statements is true regarding the laws that regulate the actions of real estate licensees?,State laws define the extent to which real estate licensees may legally prepare real estate contracts,State laws permit real estate licensees to engage in the practice of law if it is in the best interest of their clients,Real estate licensees are permitted to engage in all aspects of contracts providing that they get written permission,Contract laws do not regulate real estate licensees,a,"State laws define the extent to which real estate brokers and agents may legally prepare real estate contracts. Such laws, referred to as ""broker-lawyer accords,"" also define what types of contracts brokers and agents may prepare. In some states, brokers and agents may not draft contracts, but they may use standard promulgated forms and complete the blanks in the form"
The valuable consideration necessary to make a contract valid must be,money,something tangible,something specifically offered in exchange for something else,something of equal value with whatever is received in exchange,c,"A contract must contain a two-way exchange of valuable consideration as compensation for performance by the other party. The contract is not valid or enforceable if just one party provides consideration. Valuable consideration may be something of tangible value, such as money, or something the party promises to do. It may also be something intangible that a party must give up"
The necessary condition of mutual consent may be found lacking in a contract if,the two parties did not discuss every possible interpretation of the contract's provisions,the offer which was accepted is vague,one party did not have the legal authority to sign the contract,the agreement is unwritten,b,"Mutual consent, also known as offer and acceptance and meeting of the minds, requires that a contract involve a clear and definite offer and an intentional, unqualified acceptance of the offer. In effect, the parties must agree to the terms without equivocation. A court may nullify a contract where the acceptance of terms by either party was partial, accidental, or vague"
A contract that conveys an interest in real estate must,contain a legal description of the property,be written on a form approved by the state bar association,be either nuncupative or holographic,be recorded within three days to be enforceable,a,"In addition to satisfying the requirements of a valid contract in general, a contract that conveys an interest in real estate must be in writing, contain a legal description of the property, and be signed by one or more of the parties"
"A party sells a summer cottage appraised at $300,000 to a stranger for $150,000.  The seller's family wants to challenge the validity of the sale contract.  The most apparent weakness of the contract that they might be able to attack is the",illegality of the contract's intent,insufficiency of the consideration exchanged for the property,lack of consent on the part of the seller's family,lack of good faith on the part of the buyer,b,"Grossly insufficient consideration, such as $50,000 for a $2 million property, may invalidate a contract on the grounds that the agreement is a gift rather than a contract."
"An oral contract to sell mineral rights is performed by both parties.  Six months later, the seller has second thoughts and wants to reclaim the rights under the Statue of Frauds.  What is the likelihood that the seller will succeed? ","Nil, because the Statute of Frauds is irrelevant to a contract that has been performed","Good, because an oral contract to convey a real estate interest is unenforceable under the Statute of Frauds","Good, because the contract is voidable","Nil, because the buyer committed no fraud",a,"Once the parties to a valid oral contract have executed and performed it, even if the contract was unenforceable, a party cannot use the Statute of Frauds to rescind the contract"
How much time does a seller have to accept a buyer's offer?,Forty-eight hours from the time of the offeror's signing of the offer,Twenty-four hours from the time of the offer's delivery to the seller,As long as the seller wants,"A ""reasonable"" time, or until the expiration date on the offer",d,"If an offer contains an expiration date and the phrase ""time is of the essence,"" the offer expires at exactly the time specified. In the absence of a stated time period, the offeree has a ""reasonable"" time to accept an offer"
"A buyer submits an offer to a seller and then dies in a car accident.  Before learning of the buyer's death, the seller accepts the offer. Which of the following is true?",The seller can force the buyer's estate to go through with the purchase,The buyer's death terminated the offer,The seller must make a new offer with the same terms to the buyer's heirs,The buyer's heirs have the option of enforcing the contract,b,Any of the following actions or circumstances can terminate an offer: acceptance; rejection; revocation; lapse of time; counteroffer; or death or insanity of either party
Which of the following contracts can be assigned to another party?,An exclusive listing agreement,An exclusive agency agreement,A contract for the sale of a house,An employment contract between a broker and a salesperson,c,A real estate contract that is not a personal contract for services can be assigned to another party unless the terms of the agreement specifically prohibit assignment
An implied contract may be deemed to exist if,the parties do not disavow an express contract that has expired,the parties act is if there is a contract,an offering party does not receive written notice that the offer has been rejected,the parties promise to perform their part of the agreement if the other party performs,b,An implied contract is an unstated or unintentional agreement that may be deemed to exist when the actions of any of the parties suggest the existence of an agreement
Which of the following is an executory contract?,An expired lease,A sale contract before closing,A recorded sale contract,An option to buy after it is exercised,b,"An executory contract is one in which performance is yet to be completed. A sales contract prior to closing is executory: while the parties have agreed to buy and sell, the buyer has yet to pay the seller and the seller has yet to deed the property to the buyer"
A bilateral contract is one in which,both parties promise to do something in exchange for the other party's performance,both parties receive equal consideration,both parties agree to perform a service,one party promises to do something if the other party performs first,a,"A bilateral contract is one in which both parties promise to perform their respective parts of an agreement in exchange for performance by the other party. An example of a bilateral contract is an exclusive listing: the broker promises to exercise due diligence in the efforts to sell a property, and the seller promises to compensate the broker when and if the property sells"
A homeseller signs a listing agreement with a broker and the next week decides not to sell and revokes the listing.  Which of the following is true?,The seller has no contractual obligations to the broker,The contract remains in full force until the expiration date,The broker may have a claim for damages,The seller cannot sign a listing agreement with another broker,c,A damaged party may sue for money damages in civil court
A breach of contract is,a termination of the contract by the mutual consent of the parties,financial damage suffered by a party because another party has nullified a contract provision,a lawsuit to force a party to discharge the contract,the failure of a party to perform according to the terms of the contract,d,A breach of contract is a failure to perform according to the terms of the agreement
What is rescission?,The act of withdrawing an offer before it has been accepted,The act of nullifying a contract,The act of declaring a contract unenforceable,The act of modifying the terms of an offer,b,"Parties to a contract may rescind a contract by mutual consent, or a damaged party may rescind the contract unilaterally. This act of rescission cancels the contract and returns the parties to their pre-contract condition, including the refunding of any monies already transferred"
"In a suit for damages by reason of default, the damaged party may claim liquidated damages if",the contract stated a specific amount due to a damaged party,the contract stated that a defaulting party could not profit from the contract,the defaulting party owns property that can be foreclosed to pay the damages,the contract stated that a damaged party could take legal action to enforce the contract,a,"When a contract states the total amount due to a damaged party in the event of a breach, the compensation is known as liquidated damages. If the contract does not specify the amount, the damaged party may sue in court for unliquidated damages"
"Several buyers are competing for the last available home in a desirable new subdivision. One buyer calls the owner-developer directly on the phone and offers $10,000 over and above the listed price. The developer accepts the offer. At this point,","the parties have a valid, enforceable sale contract on the home","the parties have completed a verbal, executory contract",the parties may not cancel their contract,the developer could not entertain other offers on the property,b,A sale contract is executory: the signatories have yet to perform their respective obligations and promises. A contract for the sale of real estate is enforceable only if it is in writing
"An owner completes a contract to sell her property. Before closing, the seller runs into financial trouble and assigns the contract to her principal creditor. The buyer cries foul, fearing the property will be lost. Which of the following is true?",The buyer can sue the assignee to disallow the illegal assignment,The buyer can take legal action against the assignor,The assignor has completed a legal action,The sale contract is nullified,c,"Either party to a sale transaction can assign the sale contract to another party, subject to the provisions and conditions contained in the agreement"
"During the executory period of a sale contract, the buyer acquires an equitable title interest in the property. This means that",the buyer can potentially force the seller to transfer ownership,both parties own the property equally,"if contract contingencies are not met, the buyer takes legal title",the buyer owns equity in the subject property to the extent of the funds deposited in escrow,a,"A sale contract gives the buyer an interest in the property that is called equitable title, or ownership in equity. If the seller defaults and the buyer can show good faith performance, the buyer can sue for specific performance, that is, to compel the seller to transfer legal title upon payment of the contract price"
The purpose of an escrow account is to,entrust deposit monies to an impartial fiduciary,enable the principals to access the funds in escrow without interference from the other party,ensure that the broker receives her commission,prevent the buyer from withdrawing the offer,a,"The escrow holder acts as an impartial fiduciary for buyer and seller. If the buyer performs under the sale contract, the deposit is applied to the purchase price"
"A sale contract contains an open-ended financing contingency: if the buyer cannot obtain financing, the deal is off. Six months later, the buyer still cannot secure financing. Which of the following is true?","The seller may cancel the contract, since it can be ruled invalid","The buyer can continue indefinitely to seek financing, and the seller's property must remain off the market",The seller must return the buyer's deposit,The seller can force a lender to commit to a loan under fair financing laws,a,"A contingency that is too broad, vague, or excessive in duration may invalidate the entire contract on the grounds of insufficiency of mutual agreement. To avoid problems, the statement of a contingency should be explicit and clear, have an expiration date, and expressly require diligence in the effort to fulfill the requirement"
"In the event of a buyer's default, a provision for liquidated damages in a sale contract enables a seller to",sue the buyer for the anticipated down payment,force the buyer to quitclaim equitable title,sue the buyer for all liquid assets lost as a result of the default,claim the deposit as relief for the buyer's failure to perform,d,"If a buyer fails to perform under the terms of a sale contract, the breach entitles the seller to legal recourse for damages. The usual remedy is forfeiture of the buyer's deposit as liquidated damages, provided the deposit is not grossly in excess of the seller's actual damages"
Which of the following best characterizes a conventional sale contract?,"Voluntary, unilateral, and executory","Involuntary, bilateral, and contingent","Voluntary, bilateral, and executory","Involuntary, unilateral, and executory",c,"A sale contract is executory: the signatories have yet to perform their respective obligations and promises. Upon closing, the sale contract is fully performed and no longer exists as a binding agreement.  To be enforceable, a sale contract must:  •be validly created (mutual consent, consideration, legal purpose, competent parties, voluntary act)  •be in writing  • identify the principal parties (bilateral)  •clearly identify the property, preferably by legal description  •contain a purchase price  •be signed by the principal parties  "
A due-on-sale clause in a sale contract puts parties on notice that,the full price of the property is due the seller at closing,any loans surviving closing become immediately payable,all of the seller's debts must be retired before or upon closing,third-party loans surviving closing may be accelerated by the lender,d,The mortgage agreement may or may not state that the seller's loan will be accelerated by the lender and called due on sale. The due-on-sale clause in the sale contract merely stipulates that the buyer and seller recognize the possibility that loans that survive the closing may be called due
A sale contract may specifically deal with tax withholding responsibility if the seller is a foreigner. What is this responsibility?,The buyer must withhold 15% of the purchase price at closing for the seller's capital gain tax payment,The buyer must withhold 15% of the purchase price at closing for the buyer's capital gain tax payment,The seller must withhold 15% of the buyer's funds as a deposit on the buyer's capital gain tax,The seller must withhold 15% of the sale price to pay the seller's capital gain tax,a,The seller acknowledges that the buyer must withhold 15% of the purchase price at closing if the seller is a foreign person or entity and forward the withheld amount to the Internal Revenue Service. Certain limitations and exemptions apply
An important legal characteristic of an option-to-buy agreement is that,"the potential buyer, the optionee, is obligated to buy the property once the option agreement is completed","the optionor must perform if the optionee takes the option, but the optionee is under no obligation to do so",the contract can be executed at no cost to the optionee,it is a bilateral agreement,b,"An option-to-buy is an enforceable contract in which a potential seller, the optionor, grants a potential buyer, the optionee, the right to purchase a property before a stated time for a stated price and terms. In exchange for the right of option, the optionee pays the optionor valuable consideration"
"A tenant has an option-to-purchase agreement with the landlord that expires on June 30. On July 1, the tenant frantically calls the landlord to exercise the option, offering the apology that she was busy with a death in the family. Which of the following is true?","Since options contain grace periods, the landlord must sell","The tenant loses the right to buy, but can claim the money paid for the option from the landlord","The landlord does not have to sell, but must renew the option","The option is expired, and the tenant has no rightful claim to money paid for the option",d,"The option automatically expires at the end of the option period. The landlord has no obligation, either to sell the property or to return the consideration, after the expiration date"
"A tenant exercises an option to buy a condominium. The landlord agrees, but raises the agreed price by $3,000, claiming financial distress. The landlord does, however, offer the tenant two months of free rent before closing as an offset. Which of the following is true?",The tenant can force the sale at the original terms,The landlord has taken a fully legal action which the tenant must abide by,"The option is null, and the optionee may reclaim any option money paid","The landlord must offer sufficient free rent to equal the $3,000 price increase",a,"An option-to-buy is an enforceable contract in which a potential seller, the optionor, grants a potential buyer, the optionee, the right to purchase a property before a stated time for a stated price and terms. In exchange for the right of option, the optionee pays the optionor valuable consideration"
Which of the following is true regarding the legal nature of option contracts?,They are not assignable,"They are enforceable, whether written or oral",They give the optionee an equitable interest in the property,They must be recorded to be valid,c,"The optionee enjoys an equitable interest in the property because the option creates the right to obtain legal title. However, the option does not in itself convey an interest in real property, only a right to do something governed by contract law"
An important distinction between a contract for deed and a contract for sale is,a contract for deed requires no action on the part of the seller,a contract for deed requires no action on the part of the buyer,the seller retains legal title in a contract for deed transaction until fully executed,the buyer acquires legal title in a contract for deed transaction,c,"A contract for deed is a bilateral agreement between a seller, the vendor, and a buyer, the vendee, in which the vendor defers receipt of some or all of the purchase price of a property over a specified period of time. During the period, the vendor retains legal title and the vendee acquires equitable title. The vendee takes possession of the property, makes stipulated payments of principal and interest to the vendor, and otherwise fulfills obligations as the contract requires. At the end of the period, the buyer pays the vendor the full purchase price and the vendor deeds legal title to the vendee"
"While a property is under a contract for deed, the seller, or vendor, mortgages her equity in the property, and has a separate judgment lien placed on the property. Faced with financial loss, the vendor assigns the contract to another party, then leaves town. What can the vendee do in this case?",rightfully cancel the agreement and reclaim all deposits,sue the creditor for removal of the judgment lien,disclaim the lien and the mortgage due to homestead rights,comply with the contract and take legal title when its terms are fulfilled,d,"During the contract period, the seller may sell or assign whatever interests he or she owns in the property to another party. The vendor, however, is bound to the obligations imposed by the contract for deed. In particular, the vendor may not breach the obligation to convey legal title to the vendee upon receipt of the total purchase price"
A potential danger involved in a contract for deed is that,the vendor may rightfully sell legal title to another party during the contract period,the vendor's rights to encumber the property are extinguished,the vendee may not have a right of redemption,"the vendee must make an inordinately high down payment, which can be lost",c,"In some states, a breach of the contract for deed is remedied under local contract law rather than foreclosure law. The buyer may not have the protections of a redemption period or other buyer-protection laws which accompany formal foreclosure proceedings. The vendor might sue the vendee for breach of contract for the slightest infraction of the contract terms"
"For a real estate sales contract to be enforceable, the contract must be signed by which of the following?",The sellers and their attorney,The principal parties in the transaction,The buyers and their lender,Each broker representing the clients in the transaction,b,"To be enforceable, a real estate sales contract must: be validly created (mutual consent, consideration, legal purpose, competent parties, voluntary act), be in writing, identify the principal parties, clearly identify the property, preferably by legal description, contain a purchase price, be signed by the principal parties"
Which of the following statements is true regarding earnest money?,The earnest money deposit does not fulfill the consideration requirements for a valid sales contract,The earnest money deposit is required and must always be included in a real estate sales contract,The earnest money deposit is the only form of consideration that satisfies the compensation requirement,The earnest money deposit provides potential compensation for damages to the seller if the buyer fails to perform,d,"The buyer's earnest money deposit fulfills the consideration requirements for a valid sale contract. In addition, it provides potential compensation for damages to the seller if the buyer fails to perform. The amount of the deposit varies according to local custom"
The real estate contract may be assigned to another party,provided that the broker’s written approval is obtained,subject to the provisions and conditions contained in the contract,subject to the buyer’s and seller’s attorney approvals,provided all parties including the lender approves,b,"Either party to a sale transaction can assign the sale contract to another party, subject to the provisions and conditions contained in the agreement. If the contract states that it may not be assigned, then assignment may not be made"
The conventional transfer of real estate ownership takes place in the following three stages identified as,"approval, acceptance, pre-closing","contract, inspection, closing","negotiation, binding sales contract, closing","inspection, negotiation, acceptance",c,"The conventional transfer of real estate ownership takes place in three stages. First, there is the negotiating period where buyers and sellers exchange offers. Second, when both parties have accepted all terms, the offer becomes a binding sale contract. Third is the closing of the transaction, when the seller deeds title to the buyer, the buyer pays the purchase price, and all necessary documents are completed"
The real estate sales contract should be signed by,one spouse if married and held jointly,all the parties who hold title to the property,the attorneys representing the seller and the buyer,the title company and lender,b,"All owners of the property should sign the sale contract. If the sellers are married, both spouses should sign to ensure that both spouses release homestead, dower, and curtesy rights to the buyer at closing. Failure to do so does not invalidate the contract but can lead to encumbered title and legal disputes"
A real estate sales contract gives the buyer an interest in the property that is referred to as,a buyer’s lien,future ownership rights,equitable title,temporary title,c,"The sales contract gives the buyer an interest in the property that is called equitable title, or ownership in equity"
The earnest money deposit provides,potential compensation for damages to the seller if the buyer fails to perform,a down payment on behalf of the buyer to the lender,potential compensation for damages to the buyer if the seller fails to perform,comfort for the broker that the buyer will move forward with the transaction,a,"f the buyer defaults, the seller may be entitled to retain the earnest money as damages"
Any earnest money deposit will be held by,the seller,the seller’s attorney,an escrowee,the buyer’s broker,c,"The party holding the money under a real estate contract is referred to as the escrowee or escrow agent. The sale contract provides the escrow instructions for handling and disbursing escrow funds. The earnest money is placed in a third party trust account or escrow. A licensed escrow agent employed by a title company, financial institution, or brokerage company usually manages the escrow. An individual broker may also serve as the escrow agent"
"If the buyer performs according to the terms of the sales contract, the earnest money is",applied to the purchase price at closing,retained by the seller as additional compensation for signing the contract,returned to the buyer since they performed according to the contract terms,applied towards payment of the seller’s portion of the real estate taxes,a,"If the buyer performs under the sale contract, the deposit is applied to the purchase price. The earnest money deposit is credited to the buyer at closing as having already been paid"
Which of the following contingencies is one of the common in a real estate sales contract?,Tax appeal contingency,Financing contingency,Broker approval contingency,Inspection waiver contingency,b,"The most common contingency concerns financing. A buyer makes an offer contingent upon securing financing for the property under certain terms on or before a certain date. If unable to secure the specified loan commitment by the deadline, the buyer may cancel the contract and recover the deposit"
Which of the following may occur if either party to the contract fails to perform pursuant to the terms of the contract?,The defaulting party may be sued for damages,The party in default may sue for damages,The broker may sue the defaulting party for specific performance,The broker may receive liquidated damages,a,"The defaulting party may be sued for damages.   If the buyer, they could lose their earnest money"
A financing contingency clause indicates the ,lender’s name and contact information,terms of the financing sought by the buyer,buyer’s right to cancel the contract after the loan has been approved,seller’s right to cancel the contract at any time prior to the buyer’s loan approval,b,"A financing contingency clause states under what conditions the buyer can cancel the contract without default and receive a refund of the earnest money. If the buyer cannot secure the stated financing by the deadline, the parties may agree to extend the contingency by signing next to the changed dates"
The real estate sales contract states when the,title will transfer,broker gets paid,taxes are due,buyers will be moving into the property,a,"The contract states when title will transfer, as well as when the buyer will take physical possession. Customarily, possession occurs on the date when the deed is recorded, unless the buyer has agreed to other arrangements"
Closing costs customarily paid by the seller include ,real estate taxes due by the seller for the time they owned the property,the buyer’s appraisal and attorney fees,financing-related costs,annual insurance cost for the calendar year after the closing,a,"The contract identifies which closing costs each party will pay. Customarily, the seller pays title and property-related costs, and the buyer pays financing-related costs. Annual costs such as taxes are prorated between the parties. Note that who pays any particular closing cost is an item for negotiation. It is the seller’s responsibility to pay for the real estate taxes due up to and including the date of closing"
CLUE (Comprehensive Loss Underwriting Exchange) is a claims history database used by,real estate brokers,lenders,insurance companies,attorneys,c,CLUE (Comprehensive Loss Underwriting Exchange) is a claims history database used by insurance companies in underwriting or rating insurance policies
"In an option-to-buy contract, the potential seller is known as the",vendor,vendee,optionee,optionor,d,"An option-to-buy is an enforceable contract in which a potential seller, the optionor, grants a potential buyer, the optionee, the right to purchase a property before a stated time for a stated price and terms. In exchange for the right of option, the optionee pays the optionor valuable consideration"
"In an option-to-buy contract, the potential buyer is known as the",vendor,vendee,optionee,optionor,c,"An option-to-buy is an enforceable contract in which a potential seller, the optionor, grants a potential buyer, the optionee, the right to purchase a property before a stated time for a stated price and terms. In exchange for the right of option, the optionee pays the optionor valuable consideration"
"To be valid and enforceable, an option-to-buy must include","actual, non-refundable consideration",earnest money,optionee’s signature,automatic renewal date,a,"To be valid and enforceable, an option-to-buy must: include actual, non-refundable consideration, include price and terms of the sale, have an expiration date, be in writing, include a legal description, meet general contract validity requirements"
A contract for deed is also called ,an unilateral agreement,a land contract,a letter of intent,an option contract,b,"A contract for deed is also called a land contract, an installment sale, a conditional sales contract, and an agreement for deed"
Representations by the brokerage in the sale contract include,agency disclosures,amount of commission,listing commission paid,any commission reductions negotiated,a,The broker discloses the applicable agency relationships in the transaction and names the party who must pay the brokerage commission
The seller in an installment sales contract is known as the,optionor,optionee,vendor,vendee,c,"A contract for deed is also called a land contract, an installment sale, a conditional sales contract, and an agreement for deed. It is a bilateral agreement between a seller, the vendor, and a buyer, the vendee, in which the vendor defers receipt of some or all of the purchase price of a property over a specified period of time"
Which of the following statements is true regarding a contract for deed?,Institutional lenders offer attractive financing terms for a contract for deed purchases,"In a contract for deed, the seller acts as the lender and finances the purchase","In a contract for deed, the buyer retains the option to purchase the property",A contract for deed signifies that this is a cash sale,b,"Like an option, a contract for deed offers a means for a marginally qualified buyer to acquire property. In essence, the seller acts as lender, allowing the buyer to take possession and pay off the purchase price over time"
Any document added to the contract that clarifies certain aspects of the contract or adds new terms is called:,an addendum,additional information,an attachment,optional requirements,a,"Addenda that are appended to the sale contract become binding components of the overall agreement. The most common addendum is the seller's property condition disclosure. Examples of other addenda are: agency disclosure, asbestos / hazardous materials, liquidated damages, radon disclosure, flood plain disclosure, tenant's lease"
Which of the following identifies one of the advantages of a contract for deed for a seller?,It allows a seller to get paid upfront in cash,It may give a seller certain tax benefits,It requires the buyer to pay a large down payment,It allows the seller to continue to live in the property until full payment has been made,b,"A contract for deed serves two primary purposes for a seller. First, it facilitates a sale that might otherwise be impossible. Second, it may give the seller certain tax benefits. Since the seller is not liable for capital gains tax until the purchase price is received, the installment sale lowers the seller's tax liability in the year of the sale"
Secondary provisions in a contract may include,"notice, survey, and environmental hazards",floor plans,room sizes,name of moving company,a,Some other provisions in the contract may provide that the seller deliver a plat of survey and disclosures of any environmental hazards known to be on the property
A real estate sale contract is an executory contract until,the completed sale transaction is recorded,the buyer and seller have agreed to all provisions and have signed the contract,all the obligations and promises are performed and the transaction is closed,the buyer's earnest money deposit and down payment have been delivered to and accepted by the seller,c,"An executory contract is one for which the signatories have yet to perform their respective obligations and promises. Upon closing, the sale contract is fully performed and no longer exists as a binding agreement"
"If a married couple own a property that is for sale, and only one of them signs a sale contract, what is the legal status of the contract?",The contract is invalid,The contract is unenforceable,The contract may be valid,The contract is executed,c,"All owners of the property should sign the sale contract. If the sellers are married, both spouses should sign to ensure that both spouses release homestead, dower, and curtesy rights to the buyer at closing. Failure to do so does not invalidate the contract but can lead to encumbered title and legal disputes"
"In assisting a buyer or seller to complete an offer to purchase, what should an agent do to reduce the risk of committing an unauthorized practice of law?",Use a standard contract promulgated by a state agency or a real estate board,Charge no more than a nominal fee for the assistance,Offer legal advice only on points of the contract that the agent is absolutely certain about,Write contract terms that are manifestly fair to both buyer and seller,a,"It is advisable, and legally required in most states, for a broker to use a standard contract form promulgated by state agencies or real estate boards, as such forms contain generally accepted language. This relieves the broker of the dangers of creating new contract language, which can be construed as a practice of law for which the broker is not licensed"
"To be enforceable, a contract for the sale of real estate must",contain clearly defined contingencies,be written,be recorded,have an expiration date,b,"A contract for the sale of real estate is enforceable only if it is in writing. A buyer or seller cannot sue to force the other to comply with an oral contract for sale, even if the contract is valid"
"A buyer makes an offer to purchase a house, and the seller accepts the offer.  Both parties sign the sale contract, but the buyer fails to provide an earnest money deposit.  What are the seller's obligations to the buyer?",None. There is no valid contract,The seller must give the buyer an opportunity to make a new offer,The seller must perform under the terms of the contract,The seller must notify the buyer in writing that the buyer is in default,a,"To be valid, a contract must meet the criteria of: competent parties, voluntary act of good faith, mutual consent, legal purpose, and valuable consideration. The buyer broke the mutual consent requirement by opting out before being told of the seller’s acceptance. Thus, there is no valid contract"
Which of the following is an essential element of a valid contract for the sale of real estate?,Price based on certified appraisal,Signature of the listing broker,Offer and acceptance,Social Security numbers of seller and buyer,c,A contract of sale is created by full and unequivocal acceptance of an offer. Offer and acceptance satisfy the mutual consent requirement for a valid contract. The offeree must accept the offer without making any changes whatsoever
What kind of interest does the buyer own after a real estate sale contract is signed by the principal parties?,Legal title,Lienholder interest,Remainder interest,Equitable title,d,"A sale contract gives the buyer an interest in the property that is called equitable title, or ownership in equity. If the seller defaults and the buyer can show good faith performance, the buyer can sue for specific performance, that is, to compel the seller to transfer legal title upon payment of the contract price"
A contingency in a sale contract is,a promise by buyer or seller to perform a specific action,"a condition that, if unmet, renders the contract unenforceable",one of several alternative actions that buyer or seller may take to satisfy contract requirements,"an optional, unilateral action that either party may take at the request of the other party",b,"A contingency is a condition that must be met before the contract is enforceable. If one party cannot meet a contingency condition by a specified deadline, the other party may cancel the contract"
"A ""termite"" clause in a sale contract states that the seller must provide suitable evidence that the property is free of infestation.  On the day of closing, the buyer learns that the inspection service hired by the seller was not properly licensed.  The seller expresses surprise, promises to pay for another inspection and/or extermination, and insists on proceeding with the closing.  The buyer refuses, and declares that the sale is off.  Which of the following is true of this situation?",The seller is in default and is liable for damages,"The buyer will be in default, and liable for damages, if he does not complete the transaction",The buyer may be able to have the contract canceled,The contract is automatically void,c,"The termite inspection clause is a contingency clause. If one party cannot meet a contingency condition by a specified deadline, the other party may cancel the contract. Did the clause state that the inspector had to be properly licensed? If so, the buyer has a good case for cancellation"
"A buyer signs an earnest money agreement and gives it to the broker who showed her the property she is buying.  After leaving the broker's office, she reconsiders and decides she prefers a different property.  How long does she have to take back her offer?",Until the seller communicates acceptance of the offer,Twenty-four hours,"She can take it back at any time, but must forfeit the earnest money",She cannot take it back until after the expiration date of the offer,a,An offeror may revoke an offer for any reason prior to communication of acceptance by the offeree
