Question,A,B,C,D,Correct Answer,Feedback / Explanation
"If there is a significant undersupply of homes in a market, construction will tend to increase. This is an example of",supply outstripping demand,overpricing products,the price mechanism,the market tending toward equilibrium,d,"A market tends toward a state of equilibrium in which supply equals demand, and price, cost, and value are identical. Thus if supply is scarce, construction will increase to stabilize the imbalance"
"If commercial real estate rental prices are falling in a market, it is likely that",demand has outstripped supply of space,the market is in equilibrium,the market is over-supplied,employment is increasing,c,"Falling prices indicate an oversupply of commercial properties in relation to demand. In this case, construction of new supply will also slow down"
Which of the following is an important economic characteristic of real estate?,The demand must literally come to the supply,Real estate is a highly liquid product,The product is quick to adapt to market changes,The market is centralized,a,"Since real property cannot be moved, real property investors and users must come to the supply. This creates risk, because if demand drops, the supply cannot be transported to a higher demand market"
The foremost factor contributing to commercial and residential demand in a market is,marketing,base employment,existing supply of properties,household income,b,The engine that drives demand for real estate of all types in a market is employment. Base employment is the number of persons employed in the businesses that represent the economic foundation of the area
A construction boom in a market is an indication that prices,have been increasing,have been declining,have been in equilibrium,have exceeded supply,a,"A rise in prices is a market signal that there is an undersupply of product in relation to demand. As the market moves toward equilibrium, builders construct more buildings to meet the unmet demand"
A local government could stimulate the real estate market by,increasing labor costs and curbing the money supply,increasing taxes and interest rates,declaring a moratorium on construction,expanding the sewer system,d,"Since the real estate market is local by definition, local factors weigh heavily in local real estate market conditions. This includes the capacity of the municipality's infrastructure to handle growth"
Two important concerns of retail property users are,trade area population and spending patterns,quality of life and dwelling amenities,costs of occupancy and building efficiency,environmental regulations and access by suppliers,a,Retail users are concerned with:  •sufficient trade area population and income  • the level of trade area competition  •sales volume per square foot of rented area  •consumer spending patterns  •growth patterns in the trade area
Two important concerns of office property users are,trade area population and visibility,convenience and neighborhood make-up,costs of occupancy and building efficiency,environmental regulations and zoning,c,Office users are concerned with:  •of occupancy to the business  •efficiency of the building and the suite in accommodating the business's functions  •accessibility by employees and suppliers  •matching building quality to the image and function of the business
Price is described as not something of value in itself. It is only a number that,quantifies value,quantifies cost,justifies utility,increases demand,a,Price is not something of value in itself. It is only a number that quantifies value
A market is a place where __________________________ encounter one another,real estate licensees and attorneys,lenders and consumers,supply and demand,cost and price,c,"A market is a place where supply and demand encounter one another: suppliers sell or trade their goods and services to factors of demand, who are consumers and buyers"
Which of the following occurs when a valued product becomes increasingly scarce?,Its value and price decrease,Its value and price increase,Demand decreases,Value is not affected,b,"If a valued product becomes increasingly scarce, its value and price go up as consumers compete for the limited supply. If there is an overabundance of a product, the price falls, as demand is oversaturated"
Which of the following statements is true regarding the underlining determinants of supply and demand?,Market conditions are usually in a balanced state,Market conditions are not responsive to purchasing powers,Market demand operates independently from  supply,Markets strive for equilibrium,d,"Since the underlying determinants of supply and demand (scarcity, desire, utility, purchasing power and costs) are constantly changing, a market is usually in some phase of imbalance"
"In addition to the influences of demand and the underlying determinants of value, real estate supply responds to ",building codes,demographics,availability of financing,zoning variances,c,"In addition to the influences of demand and the underlying determinants of value, real estate supply responds to the following: development costs, particularly labor, availability of financing, investment returns"
Retail users are generally concerned with,quality of life,neighborhood quality,consumer spending patterns,cost of occupancy,c,"Retail users are concerned with the following: sufficient trade area population and income, the level of trade area competition, sales volume per square foot of rented area, consumer spending patterns, growth patterns in the trade area"
Industrial users are primarily concerned with which of the following economic and operational factors?,permissible zoning,shopping convenience,traffic patterns,market growth patterns,a,"Industrial users are concerned with the following: functionality, the availability and proximity of the labor pool, compliance with environmental regulations, permissible zoning, health and safety of the workers, access to suppliers and distribution channels"
Which of the following statements defines absorption?,The amount of total real estate inventory of a certain type that is unoccupied at a given time,The amount of available property that becomes occupied over a period of time,The total amount that lenders are willing to absorb in loan defaults,The acceptable vacancy rate in an investment property,b,Absorption is the amount of available property that becomes occupied over a period of time. The absorption process continues through the equilibrium point until price and vacancy conditions are sufficiently attractive to encourage renewed construction. Then the cycle repeats
The real estate market is __________ by definition,global,national,local,private,c,"Since the real estate market is local by definition, local factors weigh heavily in affecting real estate market conditions"
The primary forms of government influence on real estate markets are ,local zoning and taxing power,national budget deficits,national economic cycles and national trends,cost of environmental impact studies,a,"Governments at every level exert significant influence over local real estate markets. The primary forms of government influence are: local zoning power, local control and permitting of new development, local taxing power, federal influence on interest rates"
Regional and national economic forces influence the local real estate market in the form of,changes in money supply,environmental regulations,local control of new development,positive cash flow,a,"Regional and national economic forces influence the local real estate market in the form of: changes in money supply, inflation, national economic cycles"
Which of the following is an example of government influence over the local real estate market?,The competitive factors in the market create an increase in the interest rate,The private restrictions in the condominium bylaws prohibit renters,An economic base and fluctuations tied to foreign trade,The city’s government powers declare a moratorium on new construction,d,"A good example of government influence over the local real estate market is a city government's power to declare a moratorium on new construction, regardless of demand. Such officially declared stoppages may occur because of water or power shortages, insufficiency of thoroughfares, or incompatibility with the master"
"Real estate supply and demand, like supply and demand for other economic products, interact in the marketplace to produce",trade,price movements,absorption,options,b,"Real estate supply and demand, like supply and demand for other economic products, interact in the marketplace to produce price movements"
Which of the following statements defines “base employment”?,The percentage of persons employed in a given area,The percentage of persons employed in their field of study,The number of persons employed in the businesses that represent the economic foundation of the area,The unemployment rate in an economically deprived area,c,"Base employment is the number of persons employed in the businesses that represent the economic foundation of the area. For example, the auto industry has traditionally been the primary base employer of the Detroit metropolitan area"
Real estate supply responds to ,real estate license laws,a community’s master plan,national economic cycles,neighborhood amenities,b,"In addition to the influences of demand and the underlying determinants of value, real estate supply responds to: powers and regulation development costs, particularly labor, availability of financing, investment returns, a community's master plan, government police"
"Real estate is a relatively __________ economic product, meaning it cannot always be readily sold for cash",illiquid,liquid,unique,unstable,a,"Real estate is a relatively illiquid economic product, meaning it cannot always be readily sold for cash. Since it is a large, long-term investment that has no exact duplicate, buyers must go through a complex process to evaluate and purchase the right parcel of real estate"
"In real estate, __________ is the amount of property available for sale or lease at any given time",supply,demand,scarcity,utility,a,"In real estate, supply is the amount of property available for sale or lease at any given time.   Demand is the number of residents in a market using the inventory of residential properties"
Which of the following statements regarding real estate's unique traits is true?,Land is an abundant resource,Real estate is relatively slow to respond to market imbalances,Two parcels of real estate can be identical,Real estate responds quickly to market conditions,b,"Real estate is relatively slow to respond to market imbalances. Because new construction is a large-scale, time-consuming process, the market is slow to respond to increases in demand. The market is similarly slow to respond to sharp declines in demand since the product cannot be moved and sold elsewhere"
The amount of money or other assets that a buyer has agreed to pay and a seller has agreed to accept to complete the exchange of a good or service is defined as that good’s or service’s,cost,value,price,option,c,A price is the amount of money or other asset that a buyer has agreed to pay and a seller has agreed to accept to complete the exchange of a good or service. It is a quantification of the value of an item traded
Which of the following statements is true regarding scarcity?,Scarcity does not influence value,Scarcity is determined by the consumer's ability to pay for the item,A distinguishing feature of scarcity is the product's ability to do the job,Scarcity is a product's availability in relation to demand,d,"The third critical element of value is a product's availability in relation to demand. The air conditioner is quite valuable if there are only five units in the entire city and everyone is hot. On the other hand, the value of an air conditioner goes down if there are ten thousand units for sale in a 500-person market"
Which of the following statements best describes the relationship between price and value in the market system?,Value is based on the interaction of underlying economic factors; price is a quantification of value in a transaction,Value and price are identical at any given moment,"Value by definition is the price one paid for an item, adjusted for time and costs paid in addition to price",Value is an estimate of the cost of an item; price is an estimate of what one will pay for the item,a,"A price is the amount of money or other asset that a buyer has agreed to pay and a seller has agreed to accept to complete the exchange of a good or service. It is a quantification of the value of an item traded. Price is not something of value in itself. It is only a number that quantifies value. The economic issue underlying the interplay of supply and demand is, how do trading parties arrive at the value of a good or service as indicated by the price?"
"If the price of an item is increasing, one can usually assume that",demand for the item is decreasing in relation to supply of the item,demand for the item is increasing in relation to supply of the item,supply of the item is increasing,demand for the item and supply of the item are increasing,b,"In a market economy, the primary interactions between supply, demand and price are: if supply increases relative to demand, price decreases; if supply decreases relative to demand, price increases; if demand increases relative to supply, price increases; and if demand decreases relative to supply, price decreases"
Which of the following conditions would be true if the market for an item has achieved "market equilibrium?",New suppliers will enter the market and drive the price down,"Demand will slowly taper off, driving the price down",Unmet demand for the item is directed toward demand for some other item,"Supply and demand are equal, and price and value are equal",d,"A market tends toward a state of equilibrium in which supply equals demand, and price, cost, and value are identical"
One of the economic characteristics that distinguishes real estate is,its homogeneity,its variety,the uniqueness of every parcel,its ability to appreciate in value,c,"Since no two parcels of real estate can be alike (each has a different location), every parcel of real property has its own appeal. Likewise, no two parcels of real estate can have exactly the same value, except by coincidence"
"If demand is increasing, what would be the likely effect on real estate prices in an area where the municipality has declared a moratorium on new construction?",Prices would level off,Prices would continue to follow the trend that preceded the moratorium,Prices would fall,Prices would rise,d,"A good example of government influence over the local real estate market is a city government's power to declare a moratorium to stop new construction, regardless of demand. Because demand is increasing but availability is limited, the prices would rise"
"If a new company that sells its products worldwide moves into a town and hires 100 employees, it would be reasonable to expect","an immediate rise in the demand for industrial real estate, but no other changes in the real estate market",an increase in demand for all types of real estate,"a housing boom, but no other changes in the real estate market","an immediate increase in the prices for industrial and office real estate, but no impact on the residential market",b,"As employment grows, so grows the population, leading to the demand for housing and for retail support. In addition to creating demand for real estate, employment creates the purchasing power necessary for households to acquire dwellings and retail products"
What is "absorption?",The amount of new space that is added to available space over a period of time,The number of houses that are built over a period of time,The amount of space that is occupied at any given time,The number of available units that become occupied over a period of time,d,Absorption is the amount of available property that becomes occupied over a period of time
"During a time of declining vacancy in a real estate market, one would expect",rising prices,falling prices,falling construction activity,rising absorption,a,"When vacancy levels are low, demand for housing will lead to higher prices"
"As a component of real estate value, the principle of substitution suggests that","if two similar properties are for sale, a buyer will purchase the cheaper of the two","if one of two adjacent homes is more valuable, the price of the other home will tend to rise","if too many properties are built in a market, the prices will tend to go down",people will readily move to another home if it is of equal value,a,"According to the principle of substitution, a buyer will pay no more for a property than the buyer would have to pay for an equally desirable and available substitute property. For example, if three houses for sale are essentially similar in size, quality and location, a potential buyer is unlikely to choose the one that is priced significantly higher than the other two"
Highest and best use of a property is that use which,"is physically and financially feasible, legal, and the most productive","is legal, feasible, and deemed the most appropriate by zoning authorities",entails the largest building that zoning ordinances will allow developers to erect,conforms to other properties in the area,a,"This valuation principle holds that there is, theoretically, a single use for a property that produces the greatest income and return. A property achieves its maximum value when it is put to this use. The use must however be legal"
The concept of market value is best described as,"the price a buyer will pay for a property, assuming other similar properties are within the same price range","the price an informed, unhurried seller will charge for a property assuming a reasonable period of exposure with other competing properties","the price a buyer and seller agree upon for a property assuming stable interest rates, appreciation rates, and prices of other similar properties","the price that a willing, informed, and unpressured seller and buyer agree upon for a property assuming a cash price and the property's reasonable exposure to the market",d,Market value is an estimate of the price at which a property will sell at a particular time. This type of value is the one generally sought in appraisals and used in brokers' estimates of value
A significant difference between an appraisal and a broker's opinion of value is,the appraiser tends to use only one or two of the approaches to value,the broker may not be a disinterested party,the broker is subject to government regulation in generating the opinion,the appraiser uses less current market data,b,"A broker's opinion of value may resemble an appraisal, but it differs from an appraisal in that it is not necessarily performed by a disinterested third party or licensed professional"
A notable weakness of the sales comparison approach to value is that,there may be no recent sale price data in the market,the approach is not based on the principle of substitution,"the approach is only accurate with unique, special purpose properties","sale prices cannot be compared, since all real estate is different",a,"The sales comparison approach is limited in that every property is unique. As a result, it is difficult to find good comparables, especially for special-purpose properties. In addition, the market must be active; otherwise, sale prices lack currency and reliability"
The steps in the market data approach are,"choose nearby comparables, adjust the subject for differences, estimate the value","gather relevant price data, apply the data to the subject, estimate the value","select comparable properties, adjust the comparables, estimate the value","identify previous price paid, apply an appreciation rate, estimate the value",c,"The sales comparison approach, also known as the market data approach, is used for almost all properties. Steps in the Sales Comparison Approach:  1. Identify comparable sales. 2. Compare comparables to the subject and make adjustments to comparables. 3. Weight values indicated by adjusted comparables for the final value estimate of the subject"
"In the sales comparison approach, an adjustment is warranted if",the buyer obtains conventional financing for the property,the seller offers below-market seller financing,"a comparable is located in another, albeit similar neighborhood",one property has a hip roof and the other has a gabled roof,b,"The principal factors for comparison and adjustment are time of sale, location, physical characteristics, and transaction characteristics. An adjustment may be made for such differences as mortgage loan terms, mortgage assumability, and owner financing"
"To complete the sales comparison approach, the appraiser",averages the adjustments,weights the comparables,discards all comparables having a lower value,identifies the subject's value as that of the nearest comparable,b,"The last step in the approach is to perform a weighted analysis of the indicated values of each comparable. The appraiser, in other words, must identify which comparable values are more indicative of the subject and which are less indicative. However, all comparables are taken into account, not simply the nearest comparable"
One weakness of the cost approach for appraising market value is that,builders may not pay market value for materials or labor,market value is not always the same as what the property cost,comparables used may not have similar quality of construction,new properties have inestimable costs and rates of depreciation,b,"The limitations of the cost approach are that: the cost to create improvements is not necessarily the same as market value; and depreciation is difficult to measure, especially for older buildings"
The cost of constructing a functional equivalent of a subject property is known as,reproduction cost,replacement cost,restitution cost,reconstruction cost,b,"Reproduction cost is the cost of constructing, at current prices, a precise duplicate of the subject improvements. Replacement cost is the cost of constructing, at current prices and using current materials and methods, a functional equivalent of the subject improvements"
An office building lacks sufficient cooling capability to accommodate modern computer equipment. This is an example of,physical deterioration,economic obsolescence,incurable depreciation,functional obsolescence,d,Functional obsolescence occurs when a property has outmoded physical or design features which are no longer desirable to current users
A home is located in a neighborhood where homeowners on the block have failed to maintain their properties. This is an example of,curable external obsolescence,incurable economic obsolescence,functional obsolescence,physical deterioration,b,"Economic (or external) obsolescence is the loss of value due to adverse changes in the surroundings of the subject property that make the subject less desirable. Since such changes are usually beyond the control of the property owner, economic obsolescence is considered an incurable value loss"
"In appraisal, loss of value in a property from any cause is referred to as",deterioration,obsolescence,depreciation,deflation,c,"Depreciation is the loss of value in an improvement over time. The loss of an improvement's value can come from any cause, such as deterioration, obsolescence, or changes in the neighborhood"
The first two steps in the cost approach are to estimate the value of the land and the cost of the improvements. The remaining steps are,"estimate depreciation, subtract depreciation from cost, and add back the land value","subtract deterioration from cost, estimate land depreciation, and total the two values","estimate depreciation of land and improvements, subtract from original cost","estimate obsolescence, subtract from the cost of land and improvements",a,Steps in the Cost Approach:  1. Estimate land value. 2. Estimate reproduction or replacement cost of improvements. 3. Estimate accrued depreciation. 4. Subtract accrued depreciation from reproduction or replacement cost. 5. Add land value to depreciated reproduction or replacement cost
"The roof of a property cost $10,000. The economic life of the roof is 20 years. Assuming the straight-line method of depreciation, what is the depreciated value of the roof after 3 years?","$10,000 ","$8,500 ","$7,000 ","$1,500 ",b,"$10,000 / 20 years * 17 years = $8,500"
The income capitalization approach to appraising value is most applicable for which of the following property types?,Single family homes,Apartment buildings,Undeveloped land,Churches,b,"The income capitalization approach, or income approach, is used for income properties and sometimes for other properties in a rental market where the appraiser can find rental data. The approach is based on the principle of anticipation: the expected future income stream of a property underlies what an investor will pay for the property"
The steps in the income capitalization approach are:,"estimate gross income, multiply times the gross income multiplier","estimate effective income, subtract tax, apply a capitalization rate","estimate net income, and apply a capitalization rate to it","estimate potential income, apply a capitalization rate to it",c,The steps are: estimate potential gross income; estimate effective gross income (potential minus vacancy and credit losses); estimate net operating income (effective minus total operating expenses); select a capitalization rate; and apply the capitalization rate. Use the formula: income ÷ cap rate = value
Net operating income is equal to,gross income minus potential income minus expenses,effective gross income minus debt service,potential gross income minus vacancy and credit loss minus expenses,effective gross income minus vacancy and credit loss,c,Effective gross income is potential gross income minus an allowance for vacancy and credit losses. Net operating income is effective gross income minus total operating expenses. Potential gross income - Vacancy & credit losses - Total operating expenses = Net operating income
"If net income on a property is $20,000 and the cap rate is 5%, the value of the property using the income capitalization method is","$100,000 ","$400,000 ","$1,000,000 ","$4,000,000 ",b,"Value = Income ÷ Cap rate. Thus, V= $40,000 ÷ .10 = $400,000"
The principal shortcoming of the gross rent multiplier approach to estimating value is that,numerous expenses are not taken into account,the multiplier does not relate to the market,the method is too complex and cumbersome,the method only applies to residential properties,a,"The gross rent multiplier approach leaves many variables out of consideration such as vacancies, credit losses, and operating expenses. In addition, the appraiser must have market rental data to establish multipliers"
"If the monthly rent of a property is $3,000, and the gross rent multiplier (GRM) is 80, what is the value of the property?","$45,000 ","$240,000 ","$267,000 ","$288,000 ",b,"GRM x Subject monthly rent = estimated value. 80 x $3,000 = $240,000"
"A certain house has, in addition to the main house, an unfinished but heated basement where the family’s adult son lives; a finished but unheated attic with sloped ceilings are seven feet in height at the ridge, that is used as a child’s playroom; a two-car garage that is attached to the main house but not heated; and a large interior central stairwell providing access to the second floor. Which of these spaces would be considered part of Gross Living Area under ANSI and Fannie Mae standards?",The basement,The garage,The attic,The stairwell,d,Both stair and closets areas are generally fully countable in gross living area.
Real estate value in general is,the present monetary worth of benefits arising from the ownership of real estate,based solely on the gross income that the property produces,determined by the tax benefit resulting from capital gains,the difference between gross income and operating expenses,a,"Real estate value in general is the present monetary worth of benefits arising from the ownership of real estate. The primary benefits that contribute to real estate value are: income, appreciation, use, tax benefits"
Which of the following statements is true when demand for properties exceeds supply? ,The real estate prices will remain stable,The real estate values will begin to decrease,A condition of surplus exists,A condition of scarcity exists,d,"The availability of certain properties interacts with the strength of the demand for those properties to establish prices. When demand for properties exceeds supply, a condition of scarcity exists, and real estate values rise"
Which of the following statements is true when supply exceeds demand?,The real estate prices will remain stable,The real estate prices will begin to increase,A condition of surplus exists,A condition of scarcity exists,c,"The availability of certain properties interacts with the strength of the demand for those properties to establish prices. When supply exceeds demand, a condition of surplus exists, and real estate values decline"
"When supply and demand are generally equivalent, the market is in ",balance and real estate values stabilize,unbalanced and real estate values increase,balanced and real estate values increase,unbalanced and real estate values stabilize,a,"When supply and demand are generally equivalent, the market is considered to be in balance, and real estate values stabilize"
Which of the following is an example of utility?,An investor who anticipates a high return,An owner who transfers subsurface rights without transferring air rights,An alligator farmer who buys a swampland,A buyer who chooses a property based on the number of amenities,c,"The fact that a property has a use in a certain marketplace contributes to the demand for it. For instance, a swampy area may have an ecological function as a wetland, but it may have no economic utility if it cannot be put to some use that people in the marketplace are willing to pay for. An alligator farmer would find a swampland to offer utility – usefulness"
Property that is encumbered may have a value impairment due to,Utility,Transferability,Substitution,Regression,b,How readily or easily title or rights to real estate can be transferred affects the property's value. Property that is encumbered has a value impairment since buyers do not want unmarketable title
The benefits a buyer expects to derive from a property over a holding period influence what the buyer is willing to pay for it.  This is defined as the principle of,contribution,change,anticipation,utility,c,The benefits a buyer expects to derive from a property over a holding period influence what the buyer is willing to pay for it
Which principle holds that a property's maximal value is attained when its form and use are in tune with surrounding properties?,The principle of progression,The principle of highest and best use,The principle of assemblage,The principle of conformity,d,"This principle holds that a property's maximal value is attained when its form and use are in tune with surrounding properties and uses. For example, a two-bedroom, one-bathroom house surrounded by four-bedroom, three-bathroom homes may derive maximal value from a room addition"
The excess value created by assemblage is called,progression,plottage,highest and best use,anticipation,b,"Assemblage, or the conjoining of adjacent properties, sometimes creates a combined value that is greater than the values of the unassembled properties. The excess value created by assemblage is called plottage value"
An estimate of the price at which a property will sell at a particular time is defined as,market value,reproduction value,assessed value,book value,a,Market value is an estimate of the price at which a property will sell at a particular time. This type of value is the one generally sought in appraisals and used in brokers' estimates of value
The value based on the cost of constructing a functional equivalent of the subject property's improvements is defined as,reproduction value,replacement value,salvage value,appraised value,b,"Replacement value is the value based on the cost of constructing a functional equivalent of the subject property's improvements, assuming current construction costs"
Which of the following statements is true regarding market price?,The market price should theoretically be the same as market value,The market price should reflect the analysis of comparables,The market price is an opinion of what a willing seller and willing buyer would agree,The market price is the highest price a buyer would pay,a,"The market price, as opposed to market value, is what a property actually sells for. Market price should theoretically be the same as market value if all the conditions essential for market value were present. Market price, however, may not reflect the analysis of comparables and of investment value that an estimate of market value includes"
The first step in the process of appraising a property or a real property interest is to ,define the appraisal problem and the purpose of the appraisal,"collect, organize, and analyze relevant data about the subject property",analyze market conditions to identify the most profitable use for the subject property,estimate the land value of the subject,a,"The first step in the process is to define the appraisal problem and the purpose of the appraisal. This involves: identifying the subject property by legal description, specifying the interest to be appraised, specifying the purpose of the appraisal, for example, to identify market value for a purchase, identify rental levels, or establish a value as collateral for a loan, specifying the date for which the appraisal is valid, identifying the type of value to be estimated"
"To reconcile the value estimates produced by the three approaches to value into a final value estimate, an appraiser must do which of the following?",Calculate and reconcile the reproduction and replacement cost to the property being appraised,Identify the highest and best use by using all three approaches and planning for any significant differences,Estimate the land value using all three approaches and making adjustments for any significant differences,Weigh the appropriateness of a particular approach to the type of property being appraised,d,"Reconciliation is the estimate produced by evaluating the results produced by the three approaches to value into a final value estimate. To do this, an appraiser must: weigh the appropriateness of a particular approach to the type of property being appraised, take into account the quality and quantity of data obtained in each method"
Which of the following approaches serves as the basis for a broker's opinion of value? ,The income approach,The cost approach,The sales comparison approach,The replacement or reproduction approach,c,"The sales comparison approach, also known as the market data approach, is used for almost all properties. It also serves as the basis for a broker's opinion of value"
The sales comparison approach is limited in which of the following ways? ,Every property is unique,Every property is permanent,It cannot be used for vacant land,It contradicts the principle of substitution,a,"The sales comparison approach is limited in that every property is unique. As a result, it is difficult to find exact comparables, especially for special-purpose properties"
"To qualify as a comparable, a property must have",sold in an arm’s length transaction,sold by the same brokerage,identical amenities,identical closing dates,a,"To qualify as a comparable, a property must: resemble the subject in size, shape, design, utility and location, have sold recently, generally within six months of the appraisal, have sold in an arm's-length transaction"
"Appraisers have specific guidelines for selecting comparables, many of which are set by",Realtor ® boards such as NAR,secondary market organizations such as FNMA,primary market such as lenders,principal clients such as buyers or sellers,b,"Appraisers have specific guidelines within the foregoing criteria for selecting comparables, many of which are set by secondary market organizations such as FNMA. For example, to qualify as a comparable for a mortgage loan appraisal, a property might have to be located within one mile of the subject"
"If the comparable is better than the subject in some characteristic, an amount is ____________ from the sale price of the comparable",depreciated,assessed,added,deducted,d,"If the comparable is better than the subject in some characteristic, an amount is deducted from the sale price of the comparable. This neutralizes the comparables competitive advantage in an adjustment category"
Which of the following is one of the principal factors used as a comparison and adjustment criteria?,Local ordinances ,Transaction characteristics,Demographics,Architectural type,b,"The principal factors for comparison and adjustment are time of sale, location, physical characteristics, and transaction characteristics"
"In terms of total adjustments made to a comparable, which of the following statements is true?",The comparable with the most adjustments tends to be most similar to the subject,The comparable with the fewest adjustments tends to be most similar to the subject,"If a comparable requires excessive adjustments, it is reliable indicator of value","Whenever a number of adjustments are made, the margin of error diminishes",b,"In terms of total adjustments, the comparable with the fewest adjustments tends to be most similar to the subject, hence the best indicator of value. If a comparable requires excessive adjustments, it is increasingly less reliable as an indicator of value"
The cost approach is most often used for recently built properties where the actual costs of development and construction are known. It is also used for ,vacant land,residential properties,special-purpose buildings,income producing properties,c,The cost approach is most often used for recently built properties where the actual costs of development and construction are known. It is also used for special-purpose buildings which cannot be valued by the other methods because of lack of comparable sales or income data
Which of the following statements describes a strength of the cost approach?,"Depreciation is difficult to measure, especially for older buildings",The cost to create improvements is not necessarily the same as market value,"The cost approach is very accurate for a property with new improvements, which are the highest and best use of the property",The cost approach provides an upper limit for the comparables value based on the undepreciated cost of reproducing the improvements,c,"The strengths of the cost approach are that it: provides an upper limit for the subject's value based on the undepreciated cost of reproducing the improvements, is very accurate for a property with new improvements which are the highest and best use of the property"
Which of the following statements describes a weakness of the cost approach? ,The cost to create improvements is always the same as market value,The cost to create improvements is not necessarily the same as market value,"The cost approach is very accurate for a property with new improvements, which are the highest and best use of the property",The cost approach provides an upper limit for the subject’s value based on the undepreciated cost of reproducing the improvements,b,"The limitations of the cost approach are that: the cost to create improvements is not necessarily the same as market value, depreciation is difficult to measure, especially for older buildings"
"The cost of constructing, at current prices and using current materials and methods is called ",reproduction cost,replacement cost,market price,depreciation,a,"Replacement cost is the cost of constructing, at current prices and using current materials and methods, a functional equivalent of the subject improvements"
A cornerstone of the cost approach is the concept of ,reproduction,replacement,appreciation,depreciation,d,"A cornerstone of the cost approach is the concept of depreciation. Depreciation is the loss of value in an improvement over time. Since land is assumed to retain its value indefinitely, depreciation only applies to the improved portion of real property"
Which of the following is an example of functional obsolescence? ,A property with design features that are no longer desirable,A property that has curable structural deterioration,A property located in a deteriorating neighborhood,A property suffering from normal wear and tear,a,Functional obsolescence occurs when a property has outmoded physical or design features that are no longer desirable to current users
Which of the following forms of depreciation is considered to be incurable?,Economic obsolescence,Functional obsolescence,Physical deterioration,Deterioration,a,"Economic (or external) obsolescence is the loss of value due to adverse changes in the surroundings of the subject property that make the subject less desirable. Since such changes are usually beyond the control of the property owner, economic obsolescence is considered an incurable value loss"
"Which method for estimating the reproduction or replacement cost of improvements is being used if the appraiser uses materials cost manuals and estimates of labor costs, overhead, and builder's profit to estimate the cost of constructing separate components of the subject?",The unit in place method,The quantity survey method,The unit comparison method,The cost indexing method,a,"In the unit in place method, the appraiser uses materials cost manuals and estimates of labor costs, overhead, and builder's profit to estimate the cost of constructing separate components of the subject"
Which method for estimating the reproduction or replacement cost of improvements is being used if the original cost of constructing the improvement is updated by applying a percentage increase factor to account for increases in nominal costs over time?,The unit in place method,The quantity survey method,The unit comparison method,The cost indexing method,d,In the cost indexing method the original cost of constructing the improvement is updated by applying a percentage increase factor to account for increases in nominal costs over time
"In accounting, what type of depreciation is represented by an equal loss of value per period over the economic life of the structure",Accelerated depreciation,Lump-sum depreciation,Straight-line depreciation,Short-term depreciation,c,"Accrued depreciation is often estimated by the straight-line method, also called the economic age-life method. This method assumes that depreciation occurs at a steady rate over the economic life of the structure"
"In appraisal practice, the concept of economic life is generally defined as",the sum of accrued depreciation,the final value estimate for the property,the period during which the structure is expected to remain useful in its original use,the period during which the structure will require minimal repairs,c,The economic life is the period during which the structure is expected to remain useful in its original use. The cost of the structure is divided by the number of years of economic life to determine an annual amount for depreciation
The income approach is based on the principle of ,anticipation and substitution,appreciation and depreciation,progression and regression,highest and best use,a,"The income capitalization approach, or income approach, is used for income properties and sometimes for other properties in a rental market where the appraiser can find rental data. The approach is based on the principle of anticipation: the expected future income stream of a property underlies what an investor will pay for the property. It is also based on the principle of substitution: that an investor will pay no more for a subject property with a certain income stream than the investor would have to pay for another property with a similar income stream"
"Which of the following consists of estimating annual net operating income from the subject property, then applying a capitalization rate to the income?",The sales comparison method,The income capitalization method,The cost approach,The market data approach,b,"The income capitalization method consists of estimating annual net operating income from the subject property, then applying a capitalization rate to the income. This produces a principal amount that the investor would pay for the property"
Net operating income is ,effective gross income minus total operating expenses,an estimate of the rate of return an investor will demand on the investment,potential gross income minus an allowance for vacancy and credit losses,the scheduled rent of the subject plus income from miscellaneous sources,a,Net operating income is effective gross income minus total operating expenses
"If a comparable's total adjustments alter the indicated value only slightly, the comparable is",not acceptable,adjusted again to be a better match,a poorer indicator of value,is a good indicator of value,d,"If a comparable's total adjustments alter the indicated value only slightly, the comparable is a good indicator of value. If total adjustments create a large dollar amount between the sale price and the adjusted value, the comparable is a poorer indicator of value"
Which of the following statements is true regarding a broker’s comparative market analysis (CMA)?,"Brokers need to exercise caution in presenting a CMA as an appraisal, which it is not",The broker's CMA is a comprehensive analysis identical to an appraisal report,The broker’s CMA is an unbiased report,A CMA carries more credibility than an appraisal report,a,"A broker or salesperson who is attempting to establish a listing price or range of prices for a property uses a scaled-down version of the appraiser's sales comparison approach called a comparative market analysis, or CMA (also called a competitive market analysis). While the CMA serves a useful purpose in setting general price ranges, brokers and agents need to exercise caution in presenting a CMA as an appraisal, which it is not"
"When using the cost approach to estimate land value, the appraiser uses the",sales comparison approach,income approach,estimates of accrued depreciation,principal of highest and best use,a,"To estimate land value, the appraiser uses the sales comparison method: find properties which are comparable to the subject property in terms of land and adjust the sale prices of the comparables to account for competitive differences with the subject property"
"The appraiser considers in detail all materials, labor, supplies, overhead, and profit to get an accurate estimate of the actual cost to build the improvement. This is the definition of the",unit comparison method,unit-in-place method,quantity survey method,cost indexing method,c,"The appraiser considers in detail all materials, labor, supplies, overhead and profit to get an accurate estimate of the actual cost to build the improvement"
